key,Departure_2011,Ticket_class_description,Departure,Destination,value,Supplier_name,Directorate
1467,April,Economy,UK,UK,56.21,EASYJET,IPS
1468,April,Economy,UK,UK,68.03,EASYJET,IPS
1469,March,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,IPS
1470,March,Economy,UK,UK,50.51,FLYBE BRITISH EUROPEAN,IPS
1471,March,Economy,UK,UK,318.59,BMI,IPS
1472,March,Economy,UK,UK,223.51,FLYBE BRITISH EUROPEAN,IPS
1473,March,Economy,UK,UK,90.69,BRITISH AIRWAYS,IPS
1474,April,Economy,UK,UK,5,FLYBE BRITISH EUROPEAN,IPS
1475,March,Business Class,UK,UK,105.69,BRITISH AIRWAYS,IPS
1476,March,Economy,UK,UK,225.03,FLYBE BRITISH EUROPEAN,IPS
1477,March,Economy,UK,UK,239.59,BMI,IPS
1478,March,Economy,UK,UK,71.74,EASYJET,IPS
1479,April,Economy,UK,UK,68.03,EASYJET,IPS
1480,April,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,IPS
1481,April,Economy,UK,UK,56.21,EASYJET,IPS
1482,March,Economy,UK,UK,107.74,EASYJET,IPS
1483,March,Economy,UK,UK,318.59,BMI,IPS
1484,March,Economy,UK,UK,224.62,BRITISH AIRWAYS,IPS
1485,April,Economy,UK,UK,206.69,FLYBE BRITISH EUROPEAN,IPS
1486,April,Economy,UK,UK,104.18,BMI,IPS
1487,March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
1488,March,Economy,UK,UK,125.81,FLYBE BRITISH EUROPEAN,IPS
1489,March,Economy,UK,UK,247.83,BRITISH AIRWAYS,IPS
1490,March,Economy,UK,UK,318.59,BMI,IPS
1491,April,Economy,UK,UK,110.03,EASYJET,IPS
1492,March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
1493,March,Economy,UK,UK,251.93,BRITISH AIRWAYS,IPS
1494,May,Premium Economy,UK,Non EEA,1635.23,VIRGIN ATLANTIC,IPS
1495,March,Economy,UK,UK,267.7,EASTERN AIRWAYS,ISA
1496,March,Economy,UK,UK,126.15,FLYBE BRITISH EUROPEAN,ISA
1497,April,Economy,UK,UK,86.03,EASYJET,ISA
1498,March,Economy,UK,Non EEA,305.66,LUFTHANSA GERMAN AIRLINES,Policy & Strategy
1499,March,Business Class,UK,Non EEA,2302.99,EMIRATES,Private Office
1500,March,Economy,UK,UK,131.35,BRITISH AIRWAYS,Strategic Director Border
1501,March,Economy,UK,Non EEA,498.33,LUFTHANSA GERMAN AIRLINES,Policy & Strategy
1502,March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
1503,March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
1504,March,Economy,UK,UK,202.6,BMI,Immigration Group
1505,March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
1506,March,Economy,UK,UK,38.5,BRITISH AIRWAYS,Strategic Director Border
1507,March,Economy,UK,UK,276.62,BRITISH AIRWAYS,Strategic Director Border
1508,March,Economy,UK,UK,265.63,FLYBE BRITISH EUROPEAN,Strategic Director Border
1509,March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
1510,March,Business Class,UK,UK,250.43,BRITISH AIRWAYS,Strategic Director Border
1511,March,Economy,UK,UK,300.51,FLYBE BRITISH EUROPEAN,Immigration Group
1512,April,Business Class,UK,Non EEA,1766.02,EMIRATES,OSCT
1513,March,Economy,UK,UK,180.94,FLYBE BRITISH EUROPEAN,Strategic Director Border
1514,March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
1515,March,Economy,UK,UK,87.93,BRITISH AIRWAYS,Strategy & Reform Directorate
1516,March,Economy,UK,UK,126.62,BRITISH AIRWAYS,Strategic Director Border
1517,March,Economy,UK,Non EEA,446.57,ETIHAD AIRWAYS,OSCT
1518,March,Economy,UK,UK,278.63,BRITISH AIRWAYS,Strategic Director Border
1519,March,Economy,UK,Non EEA,582.07,ETIHAD AIRWAYS,International Group
1520,March,Economy,UK,UK,278.63,BRITISH AIRWAYS,Strategic Director Border
1521,March,Economy,UK,UK,307.73,EASYJET,Strategic Director Border
1522,March,Economy,UK,EEA,344.17,AIR MALTA,International Group
1523,March,Economy,EEA,UK,5,AIR MALTA,Strategic Director Border
1524,March,Economy,UK,UK,272.55,BRITISH AIRWAYS,Strategic Director Border
1525,March,Economy,UK,UK,215.55,BRITISH AIRWAYS,Science & Research Group
1526,March,Economy,UK,UK,179.23,FLYBE BRITISH EUROPEAN,Strategic Director Border
1527,March,Economy,UK,UK,220,EASTERN AIRWAYS,Immigration Group
1528,March,Economy,UK,UK,122.82,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
1529,March,Economy,UK,Non EEA,305.66,LUFTHANSA GERMAN AIRLINES,Policy & Strategy
1530,March,Economy,UK,UK,170.62,BRITISH AIRWAYS,Resource Management Group
1531,March,Business Class,UK,Non EEA,2302.99,EMIRATES,Private Office
1532,March,Economy,UK,UK,101.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
1533,March,Economy,UK,UK,127.93,BRITISH AIRWAYS,Strategy & Reform Directorate
1534,April,Economy,UK,UK,121.82,FLYBE BRITISH EUROPEAN,Immigration Group
1535,March,Economy,UK,UK,56.1,BMI,Strategy & Reform Directorate
1536,March,Economy,UK,UK,142.03,EASYJET,OSCT
1537,March,Economy,UK,UK,192.23,FLYBE BRITISH EUROPEAN,Strategic Director Border
1538,March,Economy,UK,UK,291.01,FLYBE BRITISH EUROPEAN,Immigration Group
1539,March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
1540,March,Economy,UK,EEA,99.03,EASYJET,Immigration Group
1541,March,Economy,UK,UK,191.23,FLYBE BRITISH EUROPEAN,Strategic Director Border
1542,March,Business Class,UK,Non EEA,2609.1,BMI,OSCT
1543,March,Economy,UK,UK,193.99,EASYJET,Strategic Director Border
1544,March,Economy,UK,EEA,60.86,AER LINGUS,Strategic Director Border
1545,March,Business Class,UK,UK,169.55,BRITISH AIRWAYS,Science & Research Group
1546,March,Economy,UK,UK,78.74,EASYJET,Strategic Director Border
1547,March,Economy,UK,UK,204.01,FLYBE BRITISH EUROPEAN,HMIC
1548,March,Business Class,UK,UK,219.35,BRITISH AIRWAYS,Policy & Strategy
1549,March,Economy,UK,UK,122.69,BRITISH AIRWAYS,Immigration Group
1550,March,Business Class,UK,EEA,396.1,BRITISH AIRWAYS,OSCT
1551,March,Economy,UK,Non EEA,749.81,BRITISH AIRWAYS,Strategic Director Border
1552,March,Economy,UK,EEA,263.77,BRITISH AIRWAYS,International Group
1553,March,Business Class,UK,Non EEA,678.47,TURKISH AIRLINES,Policy & Strategy
1554,March,Economy,UK,UK,104.69,BRITISH AIRWAYS,Strategy & Reform Directorate
1555,March,Economy,UK,UK,178.43,BRITISH AIRWAYS,Strategic Director Border
1556,March,Economy,UK,UK,307.73,EASYJET,Strategic Director Border
1557,March,Economy,UK,UK,193.99,EASYJET,Strategic Director Border
1558,March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
1559,March,Economy,UK,Non EEA,269.87,TURKISH AIRLINES,Policy & Strategy
1560,March,Economy,UK,EEA,60,AIR MALTA,International Group
1561,March,Economy,UK,UK,203.43,BRITISH AIRWAYS,Immigration Group
1562,March,Economy,UK,UK,216.43,BRITISH AIRWAYS,Strategic Director Border
1563,March,Business Class,UK,UK,295.54,BRITISH AIRWAYS,Policy & Strategy
1564,March,Business Class,UK,UK,182.35,BRITISH AIRWAYS,Strategic Director Border
1565,March,Business Class,UK,Non EEA,1762.09,EMIRATES,OSCT
1566,March,Economy,UK,UK,48.85,BRITISH AIRWAYS,Strategy & Reform Directorate
1567,March,Economy,UK,Non EEA,469.33,LUFTHANSA GERMAN AIRLINES,Policy & Strategy
1568,March,Economy,UK,UK,199.53,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
1569,March,Economy,EEA,UK,342.2,AIR MALTA,Strategic Director Border
1570,March,Economy,UK,Non EEA,273.27,TURKISH AIRLINES,Policy & Strategy
1571,March,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate
1572,March,Economy,UK,UK,160.01,FLYBE BRITISH EUROPEAN,Strategic Director Border
1573,March,Economy,UK,UK,89.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
1574,March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,HMIC
1575,March,Economy,UK,Non EEA,469.33,LUFTHANSA GERMAN AIRLINES,Policy & Strategy
1576,March,Economy,UK,UK,95.03,EASYJET,HMIC
1577,March,Economy,UK,UK,221.62,BRITISH AIRWAYS,Immigration Group
1578,March,Economy,UK,UK,178.43,BRITISH AIRWAYS,Strategic Director Border
1579,March,Economy,UK,UK,97.04,FLYBE BRITISH EUROPEAN,Group HR
1580,March,Economy,UK,UK,95.03,EASYJET,HMIC
1581,March,Economy,UK,UK,235.6,BMI,Strategic Director Border
1582,April,Economy,UK,UK,140.2,FLYBE BRITISH EUROPEAN,Immigration Group
1583,March,Economy,EEA,UK,342.2,AIR MALTA,Strategic Director Border
1584,March,Business Class,UK,UK,223.35,BRITISH AIRWAYS,Criminal & Detention Group
1585,March,Economy,UK,UK,50.5,BRITISH AIRWAYS,Strategic Director Border
1586,March,Economy,UK,UK,157.35,BRITISH AIRWAYS,HROD
1587,March,Business Class,UK,UK,182.35,BRITISH AIRWAYS,Strategic Director Border
1588,March,Economy,UK,UK,278.63,BRITISH AIRWAYS,Science & Research Group
1589,March,Economy,UK,UK,162.43,BRITISH AIRWAYS,HROD
1590,March,Business Class,UK,UK,167.35,BRITISH AIRWAYS,Strategy & Reform Directorate
1591,March,Business Class,UK,UK,193.35,BRITISH AIRWAYS,Criminal & Detention Group
1592,March,Economy,UK,UK,166.43,BRITISH AIRWAYS,Immigration Group
1593,March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
1594,March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
1595,March,Economy,UK,EEA,211.27,BRITISH AIRWAYS,Immigration Group
1596,March,Economy,UK,UK,169.01,FLYBE BRITISH EUROPEAN,Strategic Director Border
1597,March,Economy,UK,UK,169.01,FLYBE BRITISH EUROPEAN,Strategic Director Border
1598,March,Economy,UK,UK,60,BRITISH AIRWAYS,HMIC
1599,March,Economy,UK,UK,154.54,BRITISH AIRWAYS,Resource Management Group
1600,March,Economy,UK,Non EEA,382.47,CONTINENTAL AIRLINES,International Group
1601,March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
1602,March,Economy,UK,UK,59.9,BMI BABY,Resource Management Group
1603,March,Economy,UK,UK,103.2,FLYBE BRITISH EUROPEAN,OSCT
1604,March,Business Class,UK,EEA,550.67,BRITISH AIRWAYS,International Directorate
1605,March,Economy,UK,EEA,183.07,BRITISH AIRWAYS,SIG
1606,March,Economy,UK,UK,94.69,BRITISH AIRWAYS,Immigration Group
1607,March,Economy,UK,UK,128.54,BRITISH AIRWAYS,Strategy & Reform Directorate
1608,March,Economy,UK,UK,164.5,EASTERN AIRWAYS,Strategic Director Border
1609,March,Economy,UK,UK,112.51,FLYBE BRITISH EUROPEAN,Immigration Group
1610,March,Economy,UK,Non EEA,446.57,ETIHAD AIRWAYS,International Group
1611,March,Business Class,UK,UK,105.69,BRITISH AIRWAYS,Strategy & Reform Directorate
1612,March,Economy,UK,UK,69.5,BRITISH AIRWAYS,HROD
1613,March,Economy,UK,EEA,60.86,AER LINGUS,Strategic Director Border
1614,March,Economy,UK,EEA,178.07,BRITISH AIRWAYS,Strategic Director Border
1615,March,Economy,UK,UK,169.01,FLYBE BRITISH EUROPEAN,Strategic Director Border
1616,March,Economy,UK,UK,65.03,EASYJET,Strategic Director Border
1617,March,Economy,UK,UK,90.03,EASYJET,Science & Research Group
1618,March,Economy,UK,UK,90.5,BRITISH AIRWAYS,HROD
1619,March,Economy,UK,UK,86.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
1620,March,Economy,UK,UK,38.97,FLYBE BRITISH EUROPEAN,Strategic Director Border
1621,March,Economy,EEA,UK,342.2,AIR MALTA,Strategic Director Border
1622,March,Economy,UK,UK,157.35,BRITISH AIRWAYS,HROD
1623,March,Economy,UK,UK,138.54,BRITISH AIRWAYS,OSCT
1624,March,Economy,UK,UK,104.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
1625,April,Economy,UK,UK,87.82,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
1626,March,Economy,UK,EEA,86.71,AEROSVIT AIRLINES,Policy & Strategy
1627,March,Economy,UK,UK,221.62,BRITISH AIRWAYS,Immigration Group
1628,June,Economy,UK,UK,92.89,BRITISH AIRWAYS,Immigration Group
1629,May,Economy,UK,EEA,235.84,KLM-ROYAL DUTCH AIRLINES,Strategy & Reform Directorate
1630,March,Economy,UK,UK,190.43,BRITISH AIRWAYS,Strategic Director Border
1631,March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
1632,March,Business Class,UK,Non EEA,3929.77,BRITISH AIRWAYS,Immigration Group
1633,March,Business Class,UK,Non EEA,3929.77,BRITISH AIRWAYS,Immigration Group
1634,March,Economy,UK,UK,190.43,BRITISH AIRWAYS,Strategic Director Border
1635,March,Economy,UK,UK,231.9,EASTERN AIRWAYS,OSCT
1636,April,Economy,UK,UK,12,BRITISH AIRWAYS,HMIC
1637,March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
1638,March,Economy,UK,UK,96.03,EASYJET,OSCT
1639,March,Economy,UK,UK,251.93,BRITISH AIRWAYS,Strategic Director Border
1640,March,Economy,UK,UK,177.93,BRITISH AIRWAYS,Criminal & Detention Group
1641,March,Economy,UK,UK,101.03,EASYJET,Finance & Commercial Group
1642,March,Business Class,UK,UK,208.35,BRITISH AIRWAYS,Finance & Commercial Group
1643,March,Economy,UK,EEA,168.37,OLYMPIC AIR,Strategic Director Border
1644,March,Economy,EEA,UK,139.4,SAS SCANDINAVIAN AIRLINES,Immigration Group
1645,March,Economy,UK,UK,286.35,BRITISH AIRWAYS,Criminal & Detention Group
1646,March,Economy,UK,UK,174,BMI,Strategic Director Border
1647,March,Economy,EEA,UK,186.1,BRITISH AIRWAYS,Policy & Strategy
1648,March,Economy,UK,EEA,380.27,BRITISH AIRWAYS,Immigration Group
1649,March,Economy,UK,UK,90.69,BRITISH AIRWAYS,Strategic Director Border
1650,March,Economy,UK,UK,143.54,BRITISH AIRWAYS,Immigration Group
1651,March,Business Class,UK,UK,120.5,BRITISH AIRWAYS,Criminal & Detention Group
1652,April,Economy,UK,EEA,167.5,BRITISH AIRWAYS,UKBA
1653,March,Economy,UK,UK,331.9,EASTERN AIRWAYS,OSCT
1654,March,Economy,UK,UK,192.21,FLYBE BRITISH EUROPEAN,Strategic Director Border
1655,March,Economy,UK,UK,190.43,BRITISH AIRWAYS,Strategic Director Border
1656,March,Economy,UK,UK,207.21,FLYBE BRITISH EUROPEAN,Strategic Director Border
1657,March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border
1658,March,Business Class,UK,UK,247.35,BRITISH AIRWAYS,Immigration Group
1659,March,Economy,UK,UK,51.85,BRITISH AIRWAYS,Immigration Group
1660,March,Business Class,UK,UK,226.43,BRITISH AIRWAYS,HROD
1661,March,Economy,UK,UK,216.43,BRITISH AIRWAYS,Criminal & Detention Group
1662,March,Economy,UK,UK,183.26,AIR FRANCE,Immigration Group
1663,March,Economy,UK,UK,69.5,BRITISH AIRWAYS,HROD
1664,March,Economy,UK,UK,121.35,BRITISH AIRWAYS,Immigration Group
1665,March,Economy,UK,UK,113.5,BRITISH AIRWAYS,OSCT
1666,March,Business Class,UK,UK,210.55,BRITISH AIRWAYS,Science & Research Group
1667,March,Economy,UK,UK,190.55,BRITISH AIRWAYS,Science & Research Group
1668,March,Economy,UK,UK,169.54,BRITISH AIRWAYS,Immigration Group
1669,March,Economy,UK,UK,148.51,FLYBE BRITISH EUROPEAN,Immigration Group
1670,July,Business Class,Non EEA,Non EEA,1046,AIR NIGERIA,Strategy & Reform Directorate
1671,April,Economy,UK,EEA,90.28,EASYJET,Strategic Director Border
1672,April,Economy,UK,Non EEA,717.66,DELTA AIR LINES,Science & Research Group
1673,April,Economy,UK,EEA,90.28,EASYJET,Strategic Director Border
1674,April,Economy,UK,Non EEA,772.73,IBERIA,Science & Research Group
1675,July,Business Class,UK,Non EEA,2112,AIR FRANCE,Strategy & Reform Directorate
1676,April,Economy,UK,Non EEA,75,EMIRATES,Immigration Group
1677,April,Economy,UK,Non EEA,686.12,EMIRATES,Immigration Group
1678,July,Premium Economy,UK,Non EEA,1254.83,VIRGIN ATLANTIC,Strategy & Reform Directorate
1679,May,Economy,EEA,UK,71.1,BRITISH AIRWAYS,Strategy & Reform Directorate
1680,April,Economy,UK,UK,96.51,FLYBE BRITISH EUROPEAN,Immigration Group
1681,April,Economy,UK,UK,145.99,BRITISH AIRWAYS,Strategic Director Border
1682,March,Economy,UK,EEA,176.27,KLM-ROYAL DUTCH AIRLINES,Immigration Group
1683,March,Business Class,UK,UK,167.35,BRITISH AIRWAYS,HROD
1684,May,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border
1685,July,Premium Economy,UK,Non EEA,1254.83,VIRGIN ATLANTIC,Strategy & Reform Directorate
1686,March,Economy,UK,EEA,278.27,KLM-ROYAL DUTCH AIRLINES,Immigration Group
1687,March,Economy,UK,Non EEA,135,ETIHAD AIRWAYS,International Group
1688,March,Economy,UK,Non EEA,407.97,ETIHAD AIRWAYS,International Group
1689,March,Economy,UK,UK,168.43,BRITISH AIRWAYS,Crime & Policing Group
1690,April,Economy,UK,UK,103.3,BRITISH AIRWAYS,OSCT
1691,April,Economy,UK,EEA,90.28,EASYJET,Strategic Director Border
1692,April,Economy,UK,UK,113.5,BRITISH AIRWAYS,OSCT
1693,April,Economy,UK,UK,82.54,BRITISH AIRWAYS,Finance & Commercial Group
1694,March,Economy,UK,EEA,272.87,AUSTRIAN AIRLINES,Crime & Policing Group
1695,March,Economy,UK,EEA,272.87,AUSTRIAN AIRLINES,Crime & Policing Group
1696,May,Economy,UK,UK,48.34,AIR FRANCE,Immigration Group
1697,April,Economy,UK,EEA,198,BRITISH AIRWAYS,Science & Research Group
1698,March,Economy,UK,EEA,245.1,BRITISH AIRWAYS,SIG
1699,March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
1700,March,Economy,UK,UK,118.54,FLYBE BRITISH EUROPEAN,Immigration Group
1701,March,Economy,UK,EEA,13,BRITISH AIRWAYS,Strategic Director Border
1702,March,Economy,UK,UK,274.9,BMI,Strategic Director Border
1703,March,Economy,UK,UK,109.03,EASYJET,Science & Research Group
1704,March,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & Reform Directorate
1705,March,Economy,UK,UK,235.62,BRITISH AIRWAYS,Strategic Director Border
1706,April,Economy,UK,UK,96.51,FLYBE BRITISH EUROPEAN,Immigration Group
1707,March,Economy,UK,EEA,506.17,BRITISH AIRWAYS,Strategic Director Border
1708,March,Economy,UK,UK,75.03,EASYJET,Finance & Commercial Group
1709,March,Economy,UK,UK,178.35,BRITISH AIRWAYS,Policy & Strategy
1710,March,Economy,UK,UK,25,BRITISH AIRWAYS,Strategy & Reform Directorate
1711,April,Economy,UK,Non EEA,708.57,BRITISH AIRWAYS,Strategic Director Border
1712,July,Business Class,Non EEA,Non EEA,1046,AIR NIGERIA,Strategy & Reform Directorate
1713,March,Economy,UK,EEA,198.41,BRITISH AIRWAYS,Immigration Group
1714,March,Economy,UK,EEA,278.27,KLM-ROYAL DUTCH AIRLINES,Immigration Group
1715,March,Economy,UK,UK,122.88,MANX2,Immigration Group
1716,July,Business Class,Non EEA,Non EEA,1046,AIR NIGERIA,Strategy & Reform Directorate
1717,April,Economy,UK,Non EEA,1030.87,EMIRATES,Immigration Group
1718,March,Economy,UK,EEA,413.24,BRUSSELS AIRLINES,Immigration Group
1719,March,Economy,UK,UK,44.51,FLYBE BRITISH EUROPEAN,OSCT
1720,March,Economy,UK,UK,194.49,BRITISH AIRWAYS,Strategy & Reform Directorate
1721,March,Economy,UK,UK,88.03,EASYJET,Science & Research Group
1722,April,Economy,Non EEA,Non EEA,279,SAFI AIRWAYS,Immigration Group
1723,April,Economy,UK,EEA,278.63,KLM-ROYAL DUTCH AIRLINES,International Group
1724,March,Economy,UK,Non EEA,164.37,TURKISH AIRLINES,International Group
1725,July,Business Class,UK,Non EEA,2065.63,AIR FRANCE,Strategy & Reform Directorate
1726,July,Business Class,UK,Non EEA,2065.63,KLM-ROYAL DUTCH AIRLINES,Strategy & Reform Directorate
1727,March,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Immigration Group
1728,March,Economy,UK,EEA,448.96,BMI,Crime & Policing Group
1729,March,Economy,UK,UK,169.01,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
1730,March,Economy,UK,UK,253.43,BRITISH AIRWAYS,Immigration Group
1731,March,Economy,UK,EEA,95.47,EASYJET,Policy & Strategy
1732,March,Economy,UK,UK,218.99,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
1733,March,Economy,UK,UK,274.9,BMI,Strategic Director Border
1734,March,Economy,UK,UK,133.54,BRITISH AIRWAYS,Strategic Director Border
1735,March,Economy,UK,UK,100.03,EASYJET,OSCT
1736,March,Economy,UK,Non EEA,334.63,LUFTHANSA GERMAN AIRLINES,International Directorate
1737,April,Economy,UK,UK,96.51,FLYBE BRITISH EUROPEAN,Immigration Group
1738,April,Economy,UK,EEA,282.21,BRITISH AIRWAYS,Strategic Director Border
1739,March,Economy,UK,EEA,368.27,BRITISH AIRWAYS,International Group
1740,March,Economy,UK,UK,93.5,BRITISH AIRWAYS,Immigration Group
1741,March,Economy,UK,UK,122.88,MANX2,Immigration Group
1742,March,Economy,UK,UK,122.88,MANX2,Immigration Group
1743,March,Business Class,UK,UK,238.35,BRITISH AIRWAYS,HROD
1744,March,Economy,UK,Non EEA,291.79,FINNAIR,Strategic Director Border
1745,April,Economy,UK,UK,86.98,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
1746,March,Business Class,UK,UK,117.85,BRITISH AIRWAYS,HROD
1747,March,Economy,UK,UK,254.23,FLYBE BRITISH EUROPEAN,Immigration Group
1748,March,Economy,UK,EEA,426.17,BRITISH AIRWAYS,Resource Management Group
1749,March,Economy,UK,UK,224.23,FLYBE BRITISH EUROPEAN,Strategic Director Border
1750,April,Business Class,UK,Non EEA,4895.43,QANTAS AIRWAYS,Policy & Strategy
1751,March,Economy,UK,EEA,60,BRITISH AIRWAYS,Strategic Director Border
1752,March,Business Class,UK,UK,223.35,BRITISH AIRWAYS,Criminal & Detention Group
1753,March,Economy,UK,UK,216.23,FLYBE BRITISH EUROPEAN,HROD
1754,March,Economy,UK,UK,202.34,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
1755,March,Economy,UK,EEA,351.87,AUSTRIAN AIRLINES,Crime & Policing Group
1756,March,Economy,UK,EEA,473.27,BRITISH AIRWAYS,UKBA
1757,March,Economy,UK,UK,122.51,FLYBE BRITISH EUROPEAN,Immigration Group
1758,April,Economy,UK,EEA,293.21,BRITISH AIRWAYS,Strategic Director Border
1759,March,Business Class,UK,UK,117.85,BRITISH AIRWAYS,HROD
1760,March,Business Class,UK,UK,243.35,BRITISH AIRWAYS,Strategy & Reform Directorate
1761,March,Economy,UK,UK,39,BMI,OSCT
1762,April,Economy,UK,UK,86.98,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
1763,March,Economy,UK,UK,248.94,FLYBE BRITISH EUROPEAN,Immigration Group
1764,April,Economy,UK,UK,112.51,FLYBE BRITISH EUROPEAN,Immigration Group
1765,April,Economy,UK,UK,128.95,BRITISH AIRWAYS,HMIC
1766,April,Economy,UK,UK,86.98,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
1767,March,Economy,UK,EEA,325.73,KLM-ROYAL DUTCH AIRLINES,International Group
1768,April,Economy,UK,EEA,232.24,BRUSSELS AIRLINES,Immigration Group
1769,March,Economy,UK,UK,39,FLYBE BRITISH EUROPEAN,Immigration Group
1770,April,Economy,Non EEA,UK,399.8,BRITISH AIRWAYS,Immigration Group
1771,March,Economy,UK,EEA,368.27,BRITISH AIRWAYS,International Group
1772,March,Economy,UK,UK,93.03,EASYJET,HROD
1773,March,Economy,UK,EEA,473.27,BRITISH AIRWAYS,OSCT
1774,March,Economy,UK,UK,122.88,MANX2,Immigration Group
1775,March,Economy,UK,UK,60,BRITISH AIRWAYS,Criminal & Detention Group
1776,April,Economy,UK,UK,221.99,BRITISH AIRWAYS,Strategic Director Border
1777,March,Economy,UK,Non EEA,1558.37,VIRGIN ATLANTIC,Strategic Director Border
1778,March,Economy,UK,EEA,46,BRITISH AIRWAYS,Strategic Director Border
1779,March,Business Class,UK,EEA,697.77,BRITISH AIRWAYS,OSCT
1780,March,Business Class,UK,UK,163.8,BRITISH AIRWAYS,Strategy & Reform Directorate
1781,March,Economy,Non EEA,Non EEA,286,FLYDUBAI,Immigration Group
1782,May,Economy,UK,Non EEA,586.33,BRITISH AIRWAYS,Science & Research Group
1783,March,Economy,UK,UK,208.23,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
1784,March,Economy,Non EEA,Non EEA,416.3,DELTA AIR LINES,Science & Research Group
1785,March,Economy,UK,UK,149.54,BRITISH AIRWAYS,Strategy & Reform Directorate
1786,March,Economy,UK,UK,152.43,BRITISH AIRWAYS,Strategic Director Border
1787,March,Business Class,UK,UK,243.35,BRITISH AIRWAYS,Strategic Director Border
1788,March,Economy,UK,UK,205.54,BRITISH AIRWAYS,Immigration Group
1789,March,Business Class,UK,UK,182.35,BRITISH AIRWAYS,Criminal & Detention Group
1790,March,Economy,UK,UK,97.51,FLYBE BRITISH EUROPEAN,Immigration Group
1791,March,Economy,UK,UK,278.62,BRITISH AIRWAYS,Immigration Group
1792,April,Economy,UK,UK,116.35,BRITISH AIRWAYS,HROD
1793,April,Economy,UK,UK,101.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
1794,March,Economy,UK,EEA,428.17,BRITISH AIRWAYS,Strategic Director Border
1795,March,Economy,UK,EEA,296.67,BRITISH AIRWAYS,Strategic Director Border
1796,March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
1797,March,Economy,UK,UK,149.54,BRITISH AIRWAYS,Immigration Group
1798,April,Economy,UK,EEA,232.2,BRITISH AIRWAYS,UKBA
1799,April,Economy,UK,UK,212.5,EASTERN AIRWAYS,HMIC
1800,March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
1801,April,Economy,UK,EEA,259.05,BRUSSELS AIRLINES,UKBA
1802,March,Economy,UK,Non EEA,1558.37,VIRGIN ATLANTIC,Strategic Director Border
1803,March,Economy,UK,UK,215.9,BMI,Strategic Director Border
1804,March,Economy,UK,UK,167.99,BRITISH AIRWAYS,Strategic Director Border
1805,May,Economy,UK,UK,99.94,BRITISH AIRWAYS,Immigration Group
1806,April,Economy,UK,UK,103.3,BRITISH AIRWAYS,OSCT
1807,March,Economy,UK,UK,169.54,BRITISH AIRWAYS,HROD
1808,March,Economy,UK,Non EEA,1558.37,VIRGIN ATLANTIC,Strategic Director Border
1809,March,Economy,UK,Non EEA,1558.37,VIRGIN ATLANTIC,Strategic Director Border
1810,March,Economy,Non EEA,Non EEA,143,FLYDUBAI,Immigration Group
1811,March,Economy,EEA,UK,40,AIR MALTA,International Group
1812,March,Business Class,UK,UK,105.69,BRITISH AIRWAYS,Strategy & Reform Directorate
