key,Departure_2011,Ticket_class_description,Departure,Destination,value,Supplier_name,Directorate
6053,November,Economy,UK,UK,531.18,BMI,IPS
6054,December,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Immigration Group
6055,November,Economy,UK,UK,108.19,FLYBE BRITISH EUROPEAN,IPS
6056,November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Criminal & Detention Group
6057,December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,CRB
6058,December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,CRB
6059,November,Economy,UK,UK,178.35,BRITISH AIRWAYS,Immigration Group
6060,December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,CRB
6061,December,Economy,UK,UK,58.57,FLYBE BRITISH EUROPEAN,Strategic Director Border
6062,December,Economy,UK,UK,64.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
6063,December,Economy,UK,UK,192.18,BMI,Strategic Director Border
6064,December,Economy,UK,UK,234.18,BMI,Strategic Director Border
6065,December,Economy,UK,UK,184.5,BMI,Strategic Director Border
6066,November,Economy,UK,UK,39,FLYBE BRITISH EUROPEAN,Immigration Group
6067,November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group
6068,November,Economy,UK,UK,142,FLYBE BRITISH EUROPEAN,Strategic Director Border
6069,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
6070,November,Economy,UK,UK,99.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
6071,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
6072,November,Economy,UK,UK,99.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
6073,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
6074,November,Economy,UK,UK,138.05,FLYBE BRITISH EUROPEAN,ISA
6075,November,Economy,UK,UK,99.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
6076,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
6077,November,Economy,UK,UK,99.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
6078,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
6079,November,Economy,UK,UK,120.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
6080,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
6081,November,Economy,UK,UK,190.98,BMI BABY,Strategy & International Group
6082,November,Economy,UK,UK,103.53,EASYJET,IPS
6083,November,Economy,UK,UK,128.28,FLYBE BRITISH EUROPEAN,IPS
6084,November,Economy,UK,UK,79,BMI,Legal Advisors Branch
6085,November,Economy,UK,UK,372.28,BRITISH AIRWAYS,Immigration Group
6086,December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,IPS
6087,November,Economy,UK,UK,123.92,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
6088,November,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
6089,November,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
6090,November,Economy,UK,UK,123.92,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
6091,December,Economy,UK,UK,83.35,BRITISH AIRWAYS,Strategy & International Group
6092,November,Economy,UK,UK,126.83,BRITISH AIRWAYS,Strategy & International Group
6093,November,Economy,UK,UK,146.69,FLYBE BRITISH EUROPEAN,IPS
6094,November,Economy,UK,UK,95.85,BRITISH AIRWAYS,Strategic Director Border
6095,November,Economy,UK,UK,199.83,FLYBE BRITISH EUROPEAN,Strategy & International Group
6096,November,Economy,UK,UK,113.2,FLYBE BRITISH EUROPEAN,Resource Management Group
6097,December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Resource Management Group
6098,December,Economy,UK,UK,100.26,FLYBE BRITISH EUROPEAN,IPS
6099,November,Economy,UK,UK,357.56,FLYBE BRITISH EUROPEAN,Immigration Group
6100,November,Economy,UK,UK,159.26,FLYBE BRITISH EUROPEAN,Strategic Director Border
6101,November,Economy,UK,UK,81.53,EASYJET,Strategic Director Border
6102,November,Economy,UK,UK,96.53,EASYJET,IPS
6103,November,Business Class,UK,UK,112.98,BRITISH AIRWAYS,IPS
6104,December,Economy,UK,UK,16,FLYBE BRITISH EUROPEAN,Strategic Director Border
6105,December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
6106,November,Economy,UK,UK,108,FLYBE BRITISH EUROPEAN,Strategic Director Border
6107,November,Economy,UK,UK,159.91,FLYBE BRITISH EUROPEAN,Immigration Group
6108,November,Economy,UK,UK,372.28,BRITISH AIRWAYS,Immigration Group
6109,November,Economy,UK,UK,120.92,BRITISH AIRWAYS,Science & Research Group
6110,November,Economy,UK,UK,231.69,BMI,Science & Research Group
6111,December,Economy,UK,UK,124.8,BRITISH AIRWAYS,Immigration Group
6112,December,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,Immigration Group
6113,December,Economy,UK,UK,96.57,FLYBE BRITISH EUROPEAN,IPS
6114,December,Economy,UK,UK,97.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
6115,December,Economy,UK,UK,126.83,BRITISH AIRWAYS,Immigration Group
6116,November,Economy,UK,UK,193.18,AER LINGUS,Strategic Director Border
6117,December,Economy,UK,UK,136.83,BRITISH AIRWAYS,Immigration Group
6118,November,Economy,UK,UK,188.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
6119,November,Economy,UK,UK,208.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
6120,November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
6121,November,Economy,UK,UK,192.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
6122,November,Economy,UK,UK,188.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
6123,December,Economy,UK,UK,207.22,BRITISH AIRWAYS,Immigration Group
6124,November,Economy,UK,UK,56.5,BRITISH AIRWAYS,Resource Management Group
6125,November,Economy,UK,UK,136.48,FLYBE BRITISH EUROPEAN,Strategy & International Group
6126,November,Economy,UK,UK,157.48,FLYBE BRITISH EUROPEAN,IPS
6127,November,Economy,UK,UK,121.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
6128,November,Economy,UK,UK,248.75,AURIGNY AIR SERVICES,Strategic Director Border
6129,November,Economy,UK,UK,146.69,FLYBE BRITISH EUROPEAN,IPS
6130,December,Economy,UK,UK,181.26,FLYBE BRITISH EUROPEAN,Strategy & International Group
6131,November,Economy,UK,UK,184.9,EASTERN AIRWAYS,Crime & Policing Group
6132,November,Economy,UK,UK,39.4,FLYBE BRITISH EUROPEAN,IPS
6133,December,Economy,UK,UK,168.77,FLYBE BRITISH EUROPEAN,IPS
6134,November,Economy,UK,UK,110.53,EASYJET,Strategy & International Group
6135,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
6136,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
6137,December,Economy,UK,UK,43.24,EASYJET,IPS
6138,December,Economy,UK,UK,99.54,FLYBE BRITISH EUROPEAN,Strategy & International Group
6139,December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategy & International Group
6140,November,Economy,UK,UK,73.85,BRITISH AIRWAYS,IPS
6141,November,Economy,UK,UK,144.91,FLYBE BRITISH EUROPEAN,Strategy & International Group
6142,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategy & International Group
6143,November,Economy,UK,UK,253.83,BRITISH AIRWAYS,IPS
6144,December,Economy,UK,UK,172.8,BRITISH AIRWAYS,Immigration Group
6145,November,Economy,UK,UK,337.18,BMI,IPS
6146,November,Economy,UK,UK,42.24,EASYJET,IPS
6147,November,Economy,UK,UK,84.24,EASYJET,IPS
6148,December,Economy,UK,UK,118.35,BRITISH AIRWAYS,Immigration Group
6149,December,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border
6150,December,Economy,UK,UK,140.26,FLYBE BRITISH EUROPEAN,Strategic Director Border
6151,November,Economy,UK,UK,271.22,BRITISH AIRWAYS,OSCT
6152,November,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
6153,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
6154,December,Economy,UK,UK,134.8,BRITISH AIRWAYS,Resource Management Group
6155,November,Business Class,UK,UK,302.17,BRITISH AIRWAYS,Science & Research Group
6156,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
6157,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
6158,December,Economy,UK,UK,100.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
6159,December,Economy,UK,UK,224.17,BRITISH AIRWAYS,Immigration Group
6160,November,Economy,UK,UK,372.28,BRITISH AIRWAYS,IPS
6161,November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Resource Management Group
6162,November,Business Class,UK,UK,366.28,BRITISH AIRWAYS,IPS
6163,November,Economy,UK,UK,168.83,BRITISH AIRWAYS,Resource Management Group
6164,November,Economy,UK,UK,173.28,BRITISH AIRWAYS,Strategy & International Group
6165,December,Economy,UK,UK,201.18,BMI,IPS
6166,December,Economy,UK,UK,91.98,BRITISH AIRWAYS,Strategic Director Border
6167,November,Economy,UK,UK,134.35,BRITISH AIRWAYS,Resource Management Group
6168,November,Economy,UK,UK,134.35,BRITISH AIRWAYS,Criminal & Detention Group
6169,November,Economy,UK,UK,101.5,BRITISH AIRWAYS,Strategic Director Border
6170,November,Business Class,UK,UK,202.3,BRITISH AIRWAYS,Strategic Director Border
6171,December,Economy,UK,UK,173.56,FLYBE BRITISH EUROPEAN,Science & Research Group
6172,December,Economy,UK,UK,124.8,BRITISH AIRWAYS,Strategic Director Border
6173,November,Economy,UK,UK,92.89,BRITISH AIRWAYS,Immigration Group
6174,December,Economy,UK,UK,134.8,BRITISH AIRWAYS,Strategic Director Border
6175,December,Economy,UK,UK,127.69,BMI,Strategic Director Border
6176,November,Economy,UK,UK,106.5,FLYBE BRITISH EUROPEAN,Strategy & International Group
6177,December,Economy,UK,UK,99.83,BRITISH AIRWAYS,Strategic Director Border
6178,November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Immigration Group
6179,November,Economy,UK,UK,85.24,EASYJET,IPS
6180,December,Economy,UK,UK,189.55,FLYBE BRITISH EUROPEAN,Strategic Director Border
6181,November,Economy,UK,UK,113.53,EASYJET,IPS
6182,November,Economy,UK,UK,199.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group
6183,November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategy & International Group
6184,November,Economy,UK,UK,140.98,FLYBE BRITISH EUROPEAN,Strategy & International Group
6185,November,Economy,UK,UK,217.49,FLYBE BRITISH EUROPEAN,Strategy & International Group
6186,November,Economy,UK,UK,104.91,FLYBE BRITISH EUROPEAN,IPS
6187,November,Economy,UK,UK,93.7,FLYBE BRITISH EUROPEAN,IPS
6188,November,Economy,UK,UK,214.91,FLYBE BRITISH EUROPEAN,IPS
6189,November,Economy,UK,UK,156.69,FLYBE BRITISH EUROPEAN,IPS
6190,November,Economy,UK,UK,93.85,BRITISH AIRWAYS,Resource Management Group
6191,November,Economy,UK,UK,178.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
6192,November,Economy,UK,UK,142.83,BRITISH AIRWAYS,Strategic Director Border
6193,November,Economy,UK,UK,171.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
6194,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
6195,November,Economy,UK,UK,171.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
6196,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
6197,November,Economy,UK,UK,167.48,FLYBE BRITISH EUROPEAN,Strategic Director Border
6198,November,Economy,UK,UK,176.83,FLYBE BRITISH EUROPEAN,Strategic Director Border
6199,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
6200,November,Economy,UK,UK,179.8,BRITISH AIRWAYS,Immigration Group
6201,November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,IPS
6202,November,Economy,UK,UK,85.24,EASYJET,IPS
6203,November,Business Class,UK,UK,111.85,BRITISH AIRWAYS,Finance & Commercial Group
6204,November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,Crime & Policing Group
6205,November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,Crime & Policing Group
6206,November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,Crime & Policing Group
6207,November,Economy,UK,UK,222.54,FLYBE BRITISH EUROPEAN,Immigration Group
6208,November,Economy,UK,UK,274.91,FLYBE BRITISH EUROPEAN,IPS
6209,November,Economy,UK,UK,274.91,FLYBE BRITISH EUROPEAN,IPS
6210,November,Economy,UK,UK,274.91,FLYBE BRITISH EUROPEAN,IPS
6211,November,Economy,UK,UK,68.6,FLYBE BRITISH EUROPEAN,IPS
6212,November,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,IPS
6213,November,Economy,UK,UK,139.59,BMI,Criminal & Detention Group
6214,December,Economy,UK,UK,67.9,BMI,Criminal & Detention Group
6215,November,Economy,UK,UK,119.3,BRITISH AIRWAYS,Strategy & International Group
6216,December,Economy,UK,UK,160.9,FLYBE BRITISH EUROPEAN,Resource Management Group
6217,November,Economy,UK,UK,134.57,FLYBE BRITISH EUROPEAN,Strategic Director Border
6218,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
6219,November,Economy,UK,UK,165.53,EASYJET,IPS
6220,November,Economy,UK,UK,128.3,BRITISH AIRWAYS,Strategic Director Border
6221,November,Economy,UK,UK,43.9,BMI,Strategic Director Border
6222,November,Economy,UK,UK,128.2,FLYBE BRITISH EUROPEAN,Strategic Director Border
6223,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
6224,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
6225,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
6226,November,Economy,UK,UK,303.91,FLYBE BRITISH EUROPEAN,IPS
6227,December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
6228,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
6229,December,Economy,UK,UK,58.53,EASYJET,CRB
6230,December,Economy,UK,UK,58.53,EASYJET,CRB
6231,November,Business Class,UK,UK,270.8,BRITISH AIRWAYS,Strategic Director Border
6232,December,Economy,UK,UK,111.9,EASTERN AIRWAYS,Crime & Policing Group
6233,November,Economy,UK,UK,72.41,FLYBE BRITISH EUROPEAN,Strategy & International Group
6234,December,Economy,UK,UK,91.06,FLYBE BRITISH EUROPEAN,Strategy & International Group
6235,November,Economy,UK,UK,52.5,FLYBE BRITISH EUROPEAN,Strategy & International Group
6236,November,Economy,UK,UK,93.85,BRITISH AIRWAYS,Immigration Group
6237,November,Economy,UK,UK,87.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group
6238,November,Economy,UK,UK,68.6,FLYBE BRITISH EUROPEAN,IPS
6239,November,Economy,UK,UK,32.99,FLYBE BRITISH EUROPEAN,IPS
6240,November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,IPS
6241,December,Economy,UK,UK,202.26,FLYBE BRITISH EUROPEAN,Immigration Group
6242,December,Economy,UK,UK,136.63,FLYBE BRITISH EUROPEAN,Immigration Group
6243,December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
6244,November,Economy,UK,UK,170.63,FLYBE BRITISH EUROPEAN,Immigration Group
6245,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
6246,December,Economy,UK,UK,117.63,FLYBE BRITISH EUROPEAN,Immigration Group
6247,December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
6248,November,Business Class,UK,UK,291.83,BRITISH AIRWAYS,IPS
6249,December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
6250,December,Economy,UK,UK,39,BMI,Strategic Director Border
6251,December,Economy,UK,UK,49.78,FLYBE BRITISH EUROPEAN,Strategic Director Border
6252,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
6253,December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
6254,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
6255,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
6256,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
6257,November,Economy,UK,UK,72.5,FLYBE BRITISH EUROPEAN,IPS
6258,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
6259,November,Economy,UK,UK,184.69,FLYBE BRITISH EUROPEAN,IPS
6260,November,Economy,UK,UK,372.22,BRITISH AIRWAYS,Strategic Director Border
6261,December,Economy,UK,UK,85.5,FLYBE BRITISH EUROPEAN,IPS
6262,December,Economy,UK,UK,102.35,BRITISH AIRWAYS,Strategic Director Border
6263,December,Economy,UK,UK,153.57,FLYBE BRITISH EUROPEAN,Strategic Director Border
6264,December,Economy,UK,UK,97.35,BRITISH AIRWAYS,Strategic Director Border
6265,December,Economy,UK,UK,253.7,EASTERN AIRWAYS,IPS
6266,December,Economy,UK,UK,202.26,FLYBE BRITISH EUROPEAN,Immigration Group
6267,December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group
6268,November,Economy,UK,UK,372.28,BRITISH AIRWAYS,IPS
6269,November,Economy,UK,UK,266.85,BRITISH AIRWAYS,IPS
6270,November,Economy,UK,UK,267.92,BRITISH AIRWAYS,Strategy & International Group
6271,November,Economy,UK,UK,38.9,BMI,Resource Management Group
6272,December,Economy,UK,UK,167.91,FLYBE BRITISH EUROPEAN,Strategic Director Border
6273,December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
6274,December,Economy,UK,UK,161.28,BRITISH AIRWAYS,Strategic Director Border
6275,December,Economy,UK,UK,162.55,FLYBE BRITISH EUROPEAN,Strategic Director Border
6276,November,Economy,UK,UK,162.69,FLYBE BRITISH EUROPEAN,Immigration Group
6277,December,Economy,UK,UK,38.97,FLYBE BRITISH EUROPEAN,IPS
6278,December,Economy,UK,UK,199.4,FLYBE BRITISH EUROPEAN,IPS
6279,November,Economy,UK,UK,215.35,BRITISH AIRWAYS,Immigration Group
6280,November,Economy,UK,UK,96.92,BRITISH AIRWAYS,Strategy & International Group
6281,November,Economy,UK,UK,202.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group
6282,November,Economy,UK,UK,202.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group
6283,December,Economy,UK,UK,83.35,BRITISH AIRWAYS,Strategic Director Border
6284,December,Economy,UK,UK,119,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
6285,December,Business Class,UK,UK,226.28,BRITISH AIRWAYS,Immigration Group
6286,December,Business Class,UK,UK,193.68,BMI,IPS
6287,December,Economy,UK,UK,299.28,BRITISH AIRWAYS,IPS
6288,December,Economy,UK,UK,166.35,BRITISH AIRWAYS,Immigration Group
6289,December,Economy,UK,UK,152.77,BRITISH AIRWAYS,Science & Research Group
6290,November,Economy,UK,UK,314.22,BRITISH AIRWAYS,Strategic Director Border
6291,November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Strategy & International Group
6292,November,Economy,UK,UK,531.18,BMI,Legal Advisors Branch
6293,November,Economy,UK,UK,162.35,BRITISH AIRWAYS,Strategic Director Border
6294,December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
6295,November,Economy,UK,UK,162.35,BRITISH AIRWAYS,Strategic Director Border
6296,December,Economy,UK,UK,204.53,EASYJET,IPS
6297,November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
6298,December,Economy,UK,UK,204.53,EASYJET,IPS
6299,December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Immigration Group
6300,December,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,Strategic Director Border
6301,November,Economy,UK,UK,157.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
6302,December,Economy,UK,UK,220.55,FLYBE BRITISH EUROPEAN,Immigration Group
6303,November,Economy,UK,UK,91.53,EASYJET,IPS
6304,November,Economy,UK,UK,139.59,BMI,Strategic Director Border
6305,December,Economy,UK,UK,61.24,EASYJET,IPS
6306,December,Economy,UK,UK,66.24,EASYJET,IPS
6307,December,Economy,UK,UK,204.55,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
6308,November,Economy,UK,UK,95.24,EASYJET,IPS
6309,December,Economy,UK,UK,204.55,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
6310,November,Economy,UK,UK,237.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group
6311,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Crime & Policing Group
6312,November,Economy,UK,UK,252.17,FLYBE BRITISH EUROPEAN,Crime & Policing Group
6313,November,Economy,UK,UK,535.9,EASTERN AIRWAYS,Strategic Director Border
6314,December,Economy,UK,UK,253.7,EASTERN AIRWAYS,Crime & Policing Group
6315,November,Economy,UK,UK,167.35,BRITISH AIRWAYS,Resource Management Group
6316,November,Economy,UK,UK,531.18,BMI,Crime & Policing Group
6317,November,Economy,UK,UK,531.18,BMI,Crime & Policing Group
6318,December,Economy,UK,UK,67.85,BRITISH AIRWAYS,Strategy & International Group
6319,December,Economy,UK,UK,263.1,BMI,Strategy & International Group
6320,December,Economy,UK,UK,263.1,BMI,Strategy & International Group
6321,December,Economy,UK,UK,150.54,FLYBE BRITISH EUROPEAN,Resource Management Group
6322,December,Economy,UK,UK,191.54,FLYBE BRITISH EUROPEAN,Resource Management Group
6323,December,Economy,UK,UK,372.22,BRITISH AIRWAYS,Immigration Group
6324,November,Economy,UK,UK,231.28,BRITISH AIRWAYS,Strategy & International Group
6325,November,Economy,UK,UK,162.73,FLYBE BRITISH EUROPEAN,Strategic Director Border
6326,November,Economy,UK,UK,199.68,BMI,Immigration Group
6327,December,Economy,UK,UK,92.21,FLYBE BRITISH EUROPEAN,IPS
6328,November,Economy,UK,UK,199.68,BMI,Immigration Group
6329,November,Economy,UK,UK,199.68,BMI,Immigration Group
6330,December,Economy,UK,UK,111.8,EASTERN AIRWAYS,Finance & Commercial Group
6331,November,Economy,UK,UK,155.68,BMI,IPS
6332,November,Economy,UK,UK,281.18,BMI,IPS
6333,November,Economy,UK,UK,339.18,BMI,Strategic Director Border
6334,November,Economy,UK,UK,136.98,BRITISH AIRWAYS,Strategic Director Border
6335,December,Business Class,UK,UK,112.98,BRITISH AIRWAYS,IPS
6336,December,Economy,UK,UK,179.26,FLYBE BRITISH EUROPEAN,Science & Research Group
6337,December,Economy,UK,UK,154.8,BRITISH AIRWAYS,Immigration Group
6338,December,Economy,UK,UK,289.23,BRITISH AIRWAYS,IPS
6339,December,Economy,UK,UK,128.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
6340,December,Economy,UK,UK,128.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
6341,December,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Strategic Director Border
6342,November,Economy,UK,UK,239.55,FLYBE BRITISH EUROPEAN,Immigration Group
6343,December,Economy,UK,UK,203.57,FLYBE BRITISH EUROPEAN,CRB
6344,December,Business Class,UK,UK,186.3,BRITISH AIRWAYS,Group HR
6345,December,Economy,UK,UK,122.91,FLYBE BRITISH EUROPEAN,Immigration Group
6346,December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Immigration Group
6347,November,Business Class,UK,UK,112.5,BRITISH AIRWAYS,Immigration Group
6348,November,Business Class,UK,UK,125.85,BRITISH AIRWAYS,Immigration Group
6349,November,Business Class,UK,UK,222.35,BRITISH AIRWAYS,UKBA
6350,December,Economy,UK,UK,83.25,BRITISH AIRWAYS,IPS
6351,December,Economy,UK,UK,56.98,BRITISH AIRWAYS,IPS
6352,December,Economy,UK,UK,120.83,BRITISH AIRWAYS,IPS
6353,December,Economy,UK,UK,54.48,BMI BABY,IPS
6354,November,Economy,UK,UK,339.18,BMI,Strategic Director Border
6355,December,Economy,UK,UK,73.85,BRITISH AIRWAYS,Strategic Director Border
6356,November,Economy,UK,UK,339.18,BMI,Strategic Director Border
6357,November,Economy,UK,UK,384.18,BMI,Strategic Director Border
6358,November,Economy,UK,UK,339.18,BMI,Strategic Director Border
6359,December,Economy,UK,UK,235.71,FLYBE BRITISH EUROPEAN,Strategy & International Group
6360,November,Economy,UK,UK,112,FLYBE BRITISH EUROPEAN,Strategic Director Border
6361,November,Economy,UK,UK,84.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
6362,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
6363,December,Economy,UK,UK,331.69,FLYBE BRITISH EUROPEAN,Immigration Group
6364,December,Economy,UK,UK,157.48,FLYBE BRITISH EUROPEAN,IPS
6365,November,Economy,UK,UK,300.9,BMI,Strategic Director Border
6366,November,Economy,UK,UK,185.73,FLYBE BRITISH EUROPEAN,Immigration Group
6367,December,Economy,UK,UK,475.18,BMI,IPS
6368,November,Economy,UK,UK,222.55,FLYBE BRITISH EUROPEAN,Strategic Director Border
6369,December,Economy,UK,UK,57.24,EASYJET,IPS
6370,December,Economy,UK,UK,58.24,EASYJET,Immigration Group
6371,December,Economy,UK,UK,54.48,BMI BABY,IPS
6372,December,Economy,UK,UK,119.53,EASYJET,Science & Research Group
6373,November,Economy,UK,UK,535.9,EASTERN AIRWAYS,Strategic Director Border
6374,December,Business Class,UK,UK,270.77,BRITISH AIRWAYS,Science & Research Group
6375,November,Economy,UK,UK,339.18,BMI,Strategic Director Border
6376,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
6377,November,Economy,UK,UK,159.91,FLYBE BRITISH EUROPEAN,Immigration Group
6378,December,Economy,UK,UK,145.53,EASYJET,Immigration Group
6379,December,Economy,UK,UK,57.24,EASYJET,IPS
6380,November,Business Class,UK,UK,112.92,BRITISH AIRWAYS,Strategic Director Border
6381,November,Economy,UK,UK,120.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
6382,November,Economy,UK,UK,120.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
6383,November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
6384,November,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,Science & Research Group
6385,November,Economy,UK,UK,194.91,FLYBE BRITISH EUROPEAN,Science & Research Group
6386,December,Economy,UK,UK,172.6,EASTERN AIRWAYS,Strategic Director Border
6387,December,Economy,UK,UK,90.28,FLYBE BRITISH EUROPEAN,Immigration Group
6388,December,Economy,UK,UK,352.18,BMI,Crime & Policing Group
6389,December,Economy,UK,UK,352.18,BMI,Crime & Policing Group
6390,November,Economy,UK,UK,243.59,BMI,Immigration Group
6391,December,Economy,UK,UK,165.25,BRITISH AIRWAYS,ISA
6392,December,Economy,UK,UK,165.25,BRITISH AIRWAYS,ISA
6393,December,Economy,UK,UK,166.35,BRITISH AIRWAYS,Immigration Group
6394,December,Economy,UK,UK,122.8,BRITISH AIRWAYS,Resource Management Group
6395,November,Economy,UK,UK,325.18,BMI,Immigration Group
6396,November,Economy,UK,UK,276.18,BMI,Immigration Group
