CENTRE CODE,key,REGION NAME,AREA NAME,REGIST. CAND. 2015,CLEAN CAND. 2015,PASSED CAND. (I to IV) 2015,value,PASSED PERCENT,color,AVERAGE GPA 2015,BAND OF SCHOOL 2015,BAND OF SCHOOL 2014,RANK OF SCHOOL 2015,RANK OF SCHOOL 2014
S4628,JIFUNZENI SECONDARY SCHOOL,Mbeya,Southern Highlands,99,99,99,99,100,green,2.9147,4,5,221,155
S4575,MESSA SECONDARY SCHOOL,Mwanza,Lake,95,95,95,95,100,green,2.9175,4,5,222,171
S5159,SUMA ENGIKARETH,Arusha,Northern,55,55,55,55,100,green,2.9205,4,6,223,263
S1819,TRIFONIA ACADEMY,Unguja,Zanzibar,46,46,46,46,100,green,2.9212,4,4,224,44
S3640,MOUNT CHANZA SECONDARY SCHOOL,Kigoma,Lake,84,84,84,84,100,green,2.9312,4,5,225,217
S0647,NGARENANYUKI SECONDARY SCHOOL,Arusha,Northern,65,64,64,64,100,green,2.9426,4,6,226,369
S0284,RONECA GIRL'S SECONDARY SCHOOL,Pwani,Coastal,65,65,65,65,100,green,2.9477,4,4,227,38
S0112,IYUNGA TECHNICAL SECONDARY SCHOOL,Mbeya,Southern Highlands,117,110,107,107,97,green,2.9486,4,4,228,131
S4400,ILEMELA SECONDARY SCHOOL,Mwanza,Lake,52,52,52,52,100,green,2.9511,4,6,229,246
S3500,B. HILLHORST SECONDARY SCHOOL,Morogoro,Southern Highlands,49,49,49,49,100,green,2.9539,4,6,230,309
S4262,CHRIST THE KING SECONDARY SCHOOL,Dar es Salaam,Coastal,69,68,67,67,99,green,2.9549,4,5,231,200
S4462,SONI ISLAMIC SEMINARY SECONDARY SCHOOL,Tanga,Northern,57,50,50,50,100,green,2.9655,4,6,232,250
S0489,SUJI SECONDARY SCHOOL,Kilimanjaro,Northern,108,108,108,108,100,green,2.966,4,7,233,909
S3601,ILASI SECONDARY SCHOOL,Mbeya,Southern Highlands,95,93,93,93,100,green,2.9684,4,6,234,251
S3579,EBENEZER SECONDARY SCHOOL,Iringa,Southern Highlands,76,76,76,76,100,green,2.9692,4,5,235,173
S1198,TANZANIA ADVENTIST SECONDARY SCHOOL,Arusha,Northern,116,116,116,116,100,green,2.9709,4,6,236,247
S1437,FILBERT BAYI SECONDARY SCHOOL,Pwani,Coastal,83,83,83,83,100,green,2.9723,4,5,237,62
S5038,MWL TUTUBA SECONDARY SCHOOL,Kigoma,Lake,40,40,40,40,100,green,2.974,4,,238,
S2378,AIRPORT SECONDARY SCHOOL,Mbeya,Southern Highlands,162,162,162,162,100,green,2.9904,4,6,239,274
S2656,FPCT-RUO SECONDARY SCHOOL,Lindi,Coastal,65,65,65,65,100,green,2.9911,4,6,240,311
S4218,REV.A.BUNGWA SECONDARY SCHOOL,Kigoma,Lake,197,197,197,197,100,green,2.9915,4,6,241,286
S5093,ANNE MAKINDA SECONDARY SCHOOL,Njombe,Southern Highlands,85,85,85,85,100,green,3.0013,5,6,242,302
S4217,ALGEBRA ISLAMIC SEMINARY,Dar es Salaam,Coastal,140,140,140,140,100,green,3.0049,5,5,243,176
S0419,CHOME SECONDARY SCHOOL,Kilimanjaro,Northern,44,44,44,44,100,green,3.0061,5,8,244,1015
S4552,AGNES TRUST SECONDARY SCHOOL,Njombe,Southern Highlands,47,47,47,47,100,green,3.0084,5,6,245,104
S4119,CONSOLATA IRINGA SECONDARY SCHOOL,Iringa,Southern Highlands,76,76,76,76,100,green,3.0117,5,6,246,308
S0557,NARUMU SECONDARY SCHOOL,Kilimanjaro,Northern,74,74,74,74,100,green,3.0132,5,6,247,253
S0630,NYEGINA SECONDARY SCHOOL,Mara ,Southern Highlands,100,100,100,100,100,green,3.0177,5,6,248,269
S0804,MVUMI SECONDARY SCHOOL,Dodoma,Central,126,125,124,124,99,green,3.0188,5,5,249,214
S0397,RULENGE SECONDARY SCHOOL,Kagera,Lake,132,132,131,131,99,green,3.0193,5,5,250,199
S0479,NRONGA SECONDARY SCHOOL,Kilimanjaro,Northern,46,46,46,46,100,green,3.0229,5,6,251,355
S4515,ST ACHILLEUS KIWANUKA KIJWIRE SECONDARY SCHOOL,Kagera,Lake,87,85,85,85,100,green,3.0237,5,5,252,204
S0235,BUKUMBI SECONDARY SCHOOL,Mwanza,Lake,143,143,143,143,100,green,3.0242,5,5,253,177
S0357,URU SECONDARY SCHOOL,Kilimanjaro,Northern,81,81,81,81,100,green,3.0306,5,4,254,133
S0309,FIDEL CASTRO SECONDARY SCHOOL,Pemba,Zanzibar,169,168,168,168,100,green,3.0322,5,5,255,156
S4567,SACRED HEART SECONDARY SCHOOL,Kagera,Lake,80,79,79,79,100,green,3.0369,5,7,256,471
S0451,ENDAROFTA SECONDARY SCHOOL,Arusha,Northern,44,44,44,44,100,green,3.0373,5,6,257,135
S1756,CENTRAL BUHONGWA SECONDARY SCHOOL,Mwanza,Lake,108,107,107,107,100,green,3.0385,5,6,258,340
S4170,CHEM-BANDE SECONDARY SCHOOL,Dar es Salaam,Coastal,101,78,78,78,100,green,3.04,5,6,259,280
S4908,KWAUSO SECONDARY SCHOOL,Kagera,Lake,115,115,115,115,100,green,3.0416,5,5,260,224
S4678,MWEDO GIRLS SECONDARY SCHOOL,Arusha,Northern,42,42,42,42,100,green,3.0423,5,7,261,427
S4894,CANAAN SECONDARY SCHOOL,Mbeya,Southern Highlands,123,121,121,121,100,green,3.0467,5,,262,
S3631,DE PAUL SECONDARY SCHOOL,Ruvuma,Southern Highlands,59,59,59,59,100,green,3.0473,5,6,263,339
S4993,RODAN SECONDARY SCHOOL,Mwanza,Lake,214,214,214,214,100,green,3.0528,5,6,264,275
S0480,NSOO SECONDARY SCHOOL,Kilimanjaro,Northern,83,83,83,83,100,green,3.054,5,5,265,215
S1770,IMAGE SECONDARY SCHOOL,Iringa,Southern Highlands,90,90,90,90,100,green,3.0562,5,6,266,236
S0663,SANGITI SECONDARY SCHOOL,Kilimanjaro,Northern,52,50,50,50,100,green,3.0565,5,5,267,221
S1328,PIO SECONDARY SCHOOL,Dodoma,Central,126,126,126,126,100,green,3.0581,5,5,268,151
S5065,AMKA SECONDARY SCHOOL,Mbeya,Southern Highlands,43,43,43,43,100,green,3.0588,5,,269,
S0439,BUPANDAGILA SECONDARY SCHOOL,Simiyu,Lake,100,98,98,98,100,green,3.0635,5,5,270,194
S1765,MURUBONA MUSLIM SECONDARY SCHOOL,Kigoma,Lake,47,47,47,47,100,green,3.0646,5,6,271,240
S1064,SUNNI MADRESSA SECONDARY SCHOOL,Unguja,Zanzibar,59,57,57,57,100,green,3.0653,5,5,272,226
S0388,MARANGU SECONDARY SCHOOL,Kilimanjaro,Northern,186,186,186,186,100,green,3.074,5,5,273,218
S2655,MARANATHA SECONDARY SCHOOL,Mbeya,Southern Highlands,152,150,149,149,99,green,3.0742,5,5,274,227
S1330,PRESBYTERIAN SEMINARY,Morogoro,Southern Highlands,82,82,82,82,100,green,3.077,5,5,275,197
S1529,CENTENARY SECONDARY SCHOOL,Ruvuma,Southern Highlands,51,51,51,51,100,green,3.0794,5,5,276,157
S1619,VICTORY SECONDARY SCHOOL,Pwani,Coastal,171,167,167,167,100,green,3.0852,5,6,277,248
S0661,ISENYE SECONDARY SCHOOL,Mara ,Southern Highlands,119,119,119,119,100,green,3.0903,5,5,278,203
S0138,MPWAPWA SECONDARY SCHOOL,Dodoma,Central,93,85,81,81,95,green,3.0957,5,5,279,190
S3623,ST. VICENT SECONDARY SCHOOL,Tabora,Central,137,137,137,137,100,green,3.0987,5,5,280,184
S4696,PELAZIA SECONDARY SCHOOL,Mara ,Southern Highlands,65,55,55,55,100,green,3.1017,5,7,281,469
S0843,SOTELE SECONDARY SCHOOL,Pwani,Coastal,42,42,42,42,100,green,3.1031,5,6,282,380
S4007,AGUSTIVO HIGH SCHOOL,Ruvuma,Southern Highlands,88,88,88,88,100,green,3.1041,5,6,283,301
S0104,BWIRU BOYS SECONDARY SCHOOL,Mwanza,Lake,117,117,106,106,91,green,3.1051,5,6,284,234
S4994,EDEN VALLEY SECONDARY SCHOOL,Mwanza,Lake,40,40,40,40,100,green,3.1061,5,5,285,61
S4811,BIDII SECONDARY SCHOOL,Mwanza,Lake,135,134,134,134,100,green,3.1068,5,6,286,277
S4363,RHEC SECONDARY SCHOOL,Kagera,Lake,105,105,105,105,100,green,3.1135,5,6,287,293
S0270,ST. GETRUDE GIRLS SECONDARY SCHOOL,Njombe,Southern Highlands,72,72,72,72,100,green,3.1144,5,6,288,368
S2333,BRAVO SECONDARY SCHOOL,Morogoro,Southern Highlands,82,81,81,81,100,green,3.1179,5,6,289,244
S5032,UCHIRA GIRLS ISLAMIC SECONDARY SCHOOL,Kilimanjaro,Northern,45,45,45,45,100,green,3.1268,5,7,290,172
S4049,GREEN VIEW SECONDARY SCHOOL,Mwanza,Lake,55,54,54,54,100,green,3.1285,5,6,291,133
S0199,MSAMALA MUSLIM SEMINARY,Ruvuma,Southern Highlands,41,41,41,41,100,green,3.1352,5,5,292,54
S0383,BEN BELLA SECONDARY SCHOOL,Unguja,Zanzibar,103,99,99,99,100,green,3.1354,5,5,293,196
S2846,MAIN GREENHILL SECONDARY SCHOOL,Dar es Salaam,Coastal,99,98,98,98,100,green,3.1386,5,5,294,209
S0482,ILUHYA SECONDARY SCHOOL,Kagera,Lake,70,70,70,70,100,green,3.1413,5,6,295,245
S4675,HOJA SECONDARY SCHOOL,Ruvuma,Southern Highlands,57,57,57,57,100,green,3.1424,5,6,296,374
S4071,AGGREY CHANJI SECONDARY SCHOOL,Rukwa,Southern Highlands,101,98,97,97,99,green,3.1428,5,6,297,256
S2732,MNADANI SECONDARY SCHOOL,Dodoma,Central,86,86,83,83,97,green,3.1439,5,7,298,529
S4619,CALL AND VISION SECONDARY SCHOOL,Mtwara,Southern Highlands,41,41,41,41,100,green,3.144,5,7,299,417
S0667,NYAISHOZI SECONDARY SCHOOL,Kagera,Lake,119,116,116,116,100,green,3.1516,5,6,300,260
S0304,BUKOBA SECONDARY SCHOOL,Kagera,Lake,164,147,135,135,92,green,3.1523,5,6,301,362
S0296,BWERANYANGE GIRLS SECONDARY SCHOOL,Kagera,Lake,74,74,73,73,99,green,3.153,5,5,302,186
S1609,RORYA SECONDARY SCHOOL,Mwanza,Lake,121,121,121,121,100,green,3.1533,5,6,303,305
S0178,MANOW LUTHERAN JUNIOR SEMINARY,Mbeya,Southern Highlands,63,63,63,63,100,green,3.1573,5,6,304,350
S0459,NATIRO SECONDARY SCHOOL,Kilimanjaro,Northern,77,77,77,77,100,green,3.1575,5,6,305,257
S3648,THEOFLO NGOWI MEMORIAL SECONDARY SCHOOL,Dar es Salaam,Coastal,74,73,73,73,100,green,3.1637,5,5,306,170
S4608,BAMA SECONDARY SCHOOL,Manyara,Northern,43,43,43,43,100,green,3.1642,5,7,307,254
S0718,NYANSINCHA SECONDARY SCHOOL,Mara ,Southern Highlands,58,58,58,58,100,green,3.1648,5,6,308,235
S0665,MWEMBENI SECONDARY SCHOOL,Mara ,Southern Highlands,120,120,118,118,98,green,3.1677,5,6,309,252
S0558,MWANGA SECONDARY SCHOOL,Kilimanjaro,Northern,111,110,110,110,100,green,3.1721,5,6,310,281
S4142, ST. SOSTHENES SECONDARY SCHOOL,Kagera,Lake,109,109,109,109,100,green,3.176,5,6,311,273
S0484,MKINGA SECONDARY SCHOOL,Ruvuma,Southern Highlands,52,49,48,48,98,green,3.1765,5,7,312,859
S3838,PEACE HOUSE SECONDARY SCHOOL,Arusha,Northern,89,89,89,89,100,green,3.1809,5,6,313,288
S4884,KIZUMBA SECONDARY SCHOOL,Pwani,Coastal,51,51,51,51,100,green,3.1811,5,7,314,176
S1394,KATORO ISLAMIC SEMINARY,Kagera,Lake,181,179,179,179,100,green,3.183,5,6,315,239
S0629,EDMUND-RICE-SINON SECONDARY SCHOOL,Arusha,Northern,246,245,245,245,100,green,3.1876,5,5,316,206
S0108,IFUNDA TECHNICAL SECONDARY SCHOOL,Iringa,Southern Highlands,141,135,128,128,95,green,3.1906,5,5,317,158
S0203,IRINGA GIRLS SECONDARY SCHOOL,Iringa,Southern Highlands,110,110,97,97,88,green,3.1917,5,5,318,174
S3641,NABOTI SECONDARY SCHOOL,Njombe,Southern Highlands,67,67,67,67,100,green,3.196,5,6,319,316
S0640,MBALIZI SECONDARY SCHOOL,Mbeya,Southern Highlands,173,172,171,171,99,green,3.2054,5,5,320,167
S1645,LUBALA SECONDARY SCHOOL,Mbeya,Southern Highlands,245,241,241,241,100,green,3.2085,5,6,321,313
S4818,GWEGENYEZA SECONDARY SCHOOL,Kigoma,Lake,291,291,291,291,100,green,3.2095,5,6,322,323
S0389,SHAURITANGA SECONDARY SCHOOL,Kilimanjaro,Northern,104,104,104,104,100,green,3.2145,5,6,323,328
S0285,ST THERESIA GIRLS SECONDARY SCHOOL,Rukwa,Southern Highlands,96,96,96,96,100,green,3.2178,5,6,324,262
S5192,ARCH-BISHOP MAYALA GIRLS' SECONDARY SCHOOL,Mwanza,Lake,43,42,42,42,100,green,3.2183,5,,325,
S0195,ST. CAROLI SECONDARY SCHOOL,Mwanza,Lake,100,100,98,98,98,green,3.2242,5,5,326,163
S3300,RUNAZI SECONDARY SCHOOL,Kagera,Lake,48,46,46,46,100,green,3.226,5,7,327,733
S3983,ULAMBYA SECONDARY SCHOOL,Mbeya,Southern Highlands,64,63,63,63,100,green,3.228,5,7,328,489
S2505,RWEPA'S SECONDARY SCHOOL,Shinyanga,Lake,84,84,84,84,100,green,3.229,5,6,329,321
S4995,THE LORD'S HILL SECONDARY SCHOOL,Iringa,Southern Highlands,40,40,40,40,100,green,3.2303,5,,330,
S4840,ROYAL GREEN VALLEY SECONDARY SCHOOL,Arusha,Northern,60,59,59,59,100,green,3.2306,5,6,331,289
S2344,WALIUL ISLAMIC BOYS,Pwani,Coastal,48,48,48,48,100,green,3.231,5,7,332,448
S0153,SONGEA BOYS SECONDARY SCHOOL,Ruvuma,Southern Highlands,74,74,70,70,95,green,3.237,5,5,333,219
S0361,SINGE SECONDARY SCHOOL,Manyara,Northern,224,224,222,222,99,green,3.2473,5,5,334,225
S0485,MAJENGO SECONDARY SCHOOL,Kilimanjaro,Northern,516,515,502,502,97,green,3.2508,5,7,335,425
S1247,ST.MARKS SECONDARY SCHOOL,Dar es Salaam,Coastal,226,226,225,225,100,green,3.2564,5,6,336,242
S0258,BARAMBA GIRLS SECONDARY SCHOOL,Kagera,Lake,46,45,45,45,100,green,3.258,5,6,337,113
S1360,BILAL ISLAMIC SEMINARY,Unguja,Zanzibar,48,48,48,48,100,green,3.2615,5,6,338,106
S1463,AMANAH ISLAMIC SEMINARY,Mtwara,Southern Highlands,52,52,52,52,100,green,3.2615,5,7,339,738
S5216,AL-AZHARY SECONDARY SCHOOL,Singida,Central,61,60,60,60,100,green,3.2624,5,,340,
S1119,ZANZIBAR COMMERCIAL SECONDARY SCHOOL,Unguja,Zanzibar,103,100,99,99,99,green,3.2644,5,5,341,188
S1383,MZINGA SECONDARY SCHOOL,Dar es Salaam,Coastal,61,61,61,61,100,green,3.2673,5,6,342,297
S1395,TAIFA FOUNDATION SECONDARY SCHOOL,Ruvuma,Southern Highlands,56,53,53,53,100,green,3.2688,5,7,343,597
S4094,ST. MARTINS GIRLS' SECONDARY SCHOOL,Morogoro,Southern Highlands,59,59,59,59,100,green,3.27,5,5,344,78
S4486,MALIMBE SECONDARY SCHOOL,Mwanza,Lake,68,66,65,65,98,green,3.2712,5,6,345,282
S0688,MSAKILA SECONDARY SCHOOL,Rukwa,Southern Highlands,123,121,121,121,100,green,3.2724,5,6,346,335
S4504,EDEN SECONDARY SCHOOL,Mwanza,Lake,59,59,59,59,100,green,3.2755,5,6,347,304
S2426,CHAMAZI ISLAMIC SEMINARY,Dar es Salaam,Coastal,50,50,50,50,100,green,3.2769,5,5,348,86
S0652,POMERINI SECONDARY SCHOOL,Iringa,Southern Highlands,120,117,117,117,100,green,3.2825,5,7,349,478
S1080,MUHEZA MUSLIM SECONDARY SCHOOL,Tanga,Northern,155,155,155,155,100,green,3.2828,5,6,350,354
S1366,HIGH-VIEW INTERNATIONAL SCHOOL,Unguja,Zanzibar,45,45,45,45,100,green,3.2849,5,6,351,284
S0312,HIGHLANDS SECONDARY SCHOOL,Iringa,Southern Highlands,160,159,156,156,98,green,3.2861,5,7,352,462
S0586,KAISHO SECONDARY SCHOOL,Kagera,Lake,149,148,148,148,100,green,3.2898,5,6,353,272
S1420,KAYUKI SECONDARY SCHOOL,Mbeya,Southern Highlands,140,138,131,131,95,green,3.2902,5,6,354,338
S3735,GOLDLAND SECONDARY SCHOOL,Geita,Lake,54,54,53,53,98,green,3.2953,5,7,355,740
S4982,MOUNT ZION SECONDARY SCHOOL,Mwanza,Lake,86,85,85,85,100,green,3.3032,5,,356,
S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,Pwani,Coastal,114,112,111,111,99,green,3.3046,5,6,357,287
S3777,WINAM CAREER SECONDARY SCHOOL,Simiyu,Lake,93,91,91,91,100,green,3.3133,5,7,358,465
S1194,BISMARCK SECONDARY SCHOOL,Mwanza,Lake,98,97,97,97,100,green,3.314,5,6,359,264
S0313,IKIZU SECONDARY SCHOOL,Mara ,Southern Highlands,204,203,203,203,100,green,3.3152,5,5,360,195
S1010,MAKUYUNI SECONDARY SCHOOL,Arusha,Northern,79,78,76,76,97,green,3.3173,5,6,361,278
S1862,MESAC SECONDARY SCHOOL,Dar es Salaam,Coastal,63,62,61,61,98,green,3.3188,5,5,362,231
S4937,SERENGETI NURU  SECONDARY SCHOOL,Mara ,Southern Highlands,75,75,73,73,97,green,3.3191,5,7,363,672
S4988,DAARUL-ARQAM ISLAMIC SECONDARY SCHOOL,Dar es Salaam,Coastal,79,79,78,78,99,green,3.3196,5,6,364,349
S3882,SANU TECHNICAL  SECONDARY SCHOOL,Manyara,Northern,71,71,71,71,100,green,3.3198,5,7,365,546
S0136,MUSOMA SECONDARY SCHOOL,Mara ,Southern Highlands,96,93,74,74,80,green,3.3205,5,6,366,259
S1284,NORTHERN HIGHLANDS SECONDARY SCHOOL,Kilimanjaro,Northern,100,99,99,99,100,green,3.3218,5,7,367,514
S1072,KAMENE SECONDARY SCHOOL,Dar es Salaam,Coastal,98,98,98,98,100,green,3.3237,5,6,368,393
S1264,BWAWANI SECONDARY SCHOOL,Pwani,Coastal,95,95,93,93,98,green,3.3247,5,6,369,351
S0308,ENABOISHU SECONDARY SCHOOL,Arusha,Northern,186,184,184,184,100,green,3.3269,5,6,370,377
S1622,KISEKE SECONDARY SCHOOL,Mwanza,Lake,100,99,98,98,99,green,3.3281,5,7,371,488
S4658,SAKAMBONA SECONDARY SCHOOL,Mbeya,Southern Highlands,41,40,39,39,98,green,3.3283,5,7,372,618
S4766,ST.PETER'S SECONDARY SCHOOL,Tabora,Central,61,61,61,61,100,green,3.3309,5,6,373,318
S0187,AN-NOOR ISLAMIC BOYS SEMINARY,Tanga,Northern,43,43,43,43,100,green,3.3351,5,6,374,152
S0279,EMMABERG GIRLS SECONDARY SCHOOL,Njombe,Southern Highlands,50,49,49,49,100,green,3.3354,5,5,375,220
S1403,COLAND SECONDARY SCHOOL,Ruvuma,Southern Highlands,47,47,47,47,100,green,3.3362,5,7,376,251
S1278,MBEZI SECONDARY SCHOOL,Dar es Salaam,Coastal,169,168,168,168,100,green,3.3363,5,7,377,456
S0116,KANTALAMBA SECONDARY SCHOOL,Rukwa,Southern Highlands,172,168,150,150,89,green,3.34,5,6,378,268
S0372,KIRUA SECONDARY SCHOOL,Kilimanjaro,Northern,106,106,106,106,100,green,3.3402,5,6,379,395
S3093,KANANURA SECONDARY SCHOOL,Dar es Salaam,Coastal,62,62,59,59,95,green,3.3412,5,7,380,684
S0681,IVUMWE SECONDARY SCHOOL,Mbeya,Southern Highlands,144,144,144,144,100,green,3.3412,5,7,381,537
S5033,KONDOA ISLAMIC SECONDARY SCHOOL,Dodoma,Central,167,165,164,164,99,green,3.3486,5,4,382,114
S1292,SINGIDA SECONDARY SCHOOL,Singida,Central,102,98,97,97,99,green,3.3505,5,7,383,634
S0823,THAQAAFA SECONDARY SCHOOL,Mwanza,Lake,317,312,305,305,98,green,3.3613,5,6,384,266
S3765,NOONKODIN SECONDARY SCHOOL,Arusha,Northern,42,42,42,42,100,green,3.368,5,7,385,467
S0838,KANYIGO MUSLIM SEMINARY,Kagera,Lake,81,81,81,81,100,green,3.3715,5,7,386,729
S3844,MBOGAMO SECONDARY SCHOOL,Njombe,Southern Highlands,58,57,57,57,100,green,3.3742,5,7,387,436
S5012,WILLIAMS SECONDARY SCHOOL,Kigoma,Lake,77,76,76,76,100,green,3.3749,5,,388,
S1250,ST.MARY'S MPANDA SECONDARY SCHOOL,Katavi,Southern Highlands,51,50,50,50,100,green,3.3763,5,6,389,391
S1842,TAWHEED SEMINARY,Rukwa,Southern Highlands,51,51,51,51,100,green,3.3783,5,7,390,409
S0204,JANGWANI SECONDARY SCHOOL,Dar es Salaam,Coastal,230,209,172,172,82,green,3.3786,5,6,391,243
S4208,ELONI SECONDARY SCHOOL,Manyara,Northern,105,105,105,105,100,green,3.3815,5,7,392,402
S0635,MSUFINI SECONDARY SCHOOL,Kilimanjaro,Northern,64,58,53,53,91,green,3.382,5,8,393,1162
S0658,MWAMAPALALA SECONDARY SCHOOL,Simiyu,Lake,50,50,50,50,100,green,3.3834,5,7,394,467
S0508,MLAMA SECONDARY SCHOOL,Kilimanjaro,Northern,108,108,108,108,100,green,3.3892,5,5,395,210
S5061,ST.JOSEPH-IPOGOLO SECONDARY SCHOOL,Iringa,Southern Highlands,49,49,49,49,100,green,3.3906,5,8,396,721
S0384,MIKUNGUNI SECONDARY SCHOOL,Unguja,Zanzibar,43,42,42,42,100,green,3.3974,5,6,397,102
S1796,DR. DIDAS MASABURI SECONDARY SCHOOL,Dar es Salaam,Coastal,70,68,68,68,100,green,3.3979,5,7,398,613
S1600,BISHOP DURNING HIGH SCHOOL,Arusha,Northern,64,64,63,63,98,green,3.3981,5,7,399,606
S4620,HERRING CHRISTIAN SECONDARY SCHOOL,Mbeya,Southern Highlands,71,71,71,71,100,green,3.406,5,5,400,213
S1626,MARIADO SECONDARY SCHOOL,Arusha,Northern,65,65,63,63,97,green,3.4071,5,7,401,570
S3661,BEROYA SECONDARY SCHOOL,Ruvuma,Southern Highlands,173,172,167,167,97,green,3.4097,5,7,402,442
S0139,MTWARA TECHNICAL SECONDARY SCHOOL,Mtwara,Southern Highlands,132,126,109,109,87,green,3.4128,5,6,403,285
S0989,KIBARA SECONDARY SCHOOL,Mara ,Southern Highlands,78,74,72,72,97,green,3.4164,5,6,404,265
S0368,IMBORU SECONDARY SCHOOL,Manyara,Northern,70,70,70,70,100,green,3.4199,5,7,405,399
S0474,KISOMACHI SECONDARY SCHOOL,Kilimanjaro,Northern,135,132,132,132,100,green,3.4214,5,6,406,387
S1200,EDUCARE SECONDARY SCHOOL,Morogoro,Southern Highlands,69,68,66,66,97,green,3.4217,5,7,407,599
S0147,PUGU SECONDARY SCHOOL,Dar es Salaam,Coastal,109,102,83,83,81,green,3.4245,5,7,408,420
S0236,KILIMANJARO ACADEMY SECONDARY SCHOOL,Kilimanjaro,Northern,51,51,49,49,96,green,3.4328,5,7,409,361
S3663,CONNECTING CONTINENTS SECONDARY SCHOOL,Pemba,Zanzibar,71,70,70,70,100,green,3.4356,5,6,410,331
S0765,UNYANYEMBE SECONDARY SCHOOL,Tabora,Central,71,71,71,71,100,green,3.4363,5,6,411,344
S0134,MOSHI SECONDARY SCHOOL,Kilimanjaro,Northern,78,76,64,64,84,green,3.4365,5,6,412,326
S0152,SHINYANGA SECONDARY SCHOOL,Shinyanga,Lake,164,163,146,146,90,green,3.4391,5,7,413,557
S5305,LAKE ZONE SECONDARY SCHOOL,Mwanza,Lake,53,53,52,52,98,green,3.4431,5,,414,
S1618,SOLE SECONDARY SCHOOL,Morogoro,Southern Highlands,40,40,40,40,100,green,3.444,5,6,415,114
S0225,CAGLIERO GIRLS SECONDARY SCHOOL,Iringa,Southern Highlands,75,75,74,74,99,green,3.4462,5,7,416,727
S0363,MWADUI SECONDARY SCHOOL,Shinyanga,Lake,96,96,95,95,99,green,3.4465,5,7,417,424
S2521,MTAKUJA SECONDARY SCHOOL,Kilimanjaro,Northern,52,50,49,49,98,green,3.4515,5,8,418,1557
S0841,HUMURA SECONDARY SCHOOL,Kagera,Lake,190,187,186,186,99,green,3.455,5,7,419,852
S2804,MUSOMA UTALII SECONDARY SCHOOL,Mara ,Southern Highlands,354,337,334,334,99,green,3.4627,5,6,420,372
S1071,ST. MATTHEW'S SECONDARY SCHOOL,Pwani,Coastal,794,785,770,770,98,green,3.4629,5,5,421,178
S1683,LEKI SECONDARY SCHOOL,Arusha,Northern,42,41,41,41,100,green,3.4649,5,8,422,2018
S4856,TWIHULUMILE SECONDARY SCHOOL,Mwanza,Lake,110,90,90,90,100,green,3.4658,5,7,423,789
S4543,BRILLIANT SECONDARY SCHOOL,Dar es Salaam,Coastal,271,265,264,264,100,green,3.4675,5,7,424,950
S1643,TECHFORT SECONDARY SCHOOL,Morogoro,Southern Highlands,44,43,43,43,100,green,3.4681,5,8,425,1893
S0253,GREEN BIRD GIRLS' SECONDARY SCHOOL,Kilimanjaro,Northern,46,46,46,46,100,green,3.4682,5,6,426,397
S1257,ARAFAH ISLAMIC SEMINARY,Tanga,Northern,82,82,77,77,94,green,3.4683,5,7,427,971
S4139,IDIGIMA SECONDARY SCHOOL,Mbeya,Southern Highlands,81,80,79,79,99,green,3.4689,5,6,428,312
S0780,KALOLENI ISLAMIC SEMINARY,Kilimanjaro,Northern,42,42,42,42,100,green,3.4706,5,7,429,477
S4019,PHILTER FEDERAL SECONDARY SCHOOL,Unguja,Zanzibar,40,39,39,39,100,green,3.4706,5,6,430,98
S4395,ST. MARY'S MWANZA SECONDARY SCHOOL,Mwanza,Lake,42,40,37,37,93,green,3.4709,5,6,431,341
S2516,GRACE SECONDARY SCHOOL,Pwani,Coastal,84,84,77,77,92,green,3.4718,5,6,432,276
S0748,KAWAWA SECONDARY SCHOOL,Iringa,Southern Highlands,184,180,179,179,99,green,3.4721,5,7,433,510
S0128,MALANGALI SECONDARY SCHOOL,Iringa,Southern Highlands,77,77,66,66,86,green,3.4751,5,5,434,135
S1450,EFATHA SEMINARY,Pwani,Coastal,114,113,104,104,92,green,3.4759,5,7,435,426
S3733,MAHENJE SECONDARY SCHOOL,Mbeya,Southern Highlands,97,90,85,85,94,green,3.4771,5,6,436,370
S0584,LWANDAI SECONDARY SCHOOL,Tanga,Northern,155,155,150,150,97,green,3.4773,5,7,437,406
S4445,SENGEREMA ISLAMIC SECONDARY SCHOOL,Mwanza,Lake,160,153,152,152,99,green,3.479,5,6,438,254
S0896,KIZUKA SECONDARY SCHOOL,Morogoro,Southern Highlands,189,189,188,188,99,green,3.4834,5,6,439,373
S5058,AL HIJRA ISLAMIC SECONDARY SCHOOL,Tanga,Northern,58,58,56,56,97,green,3.4839,5,7,440,647
S0355,LOMWE SECONDARY SCHOOL,Kilimanjaro,Northern,178,178,177,177,99,green,3.4842,5,7,441,919
S3535,DEBRABANT SECONDARY SCHOOL,Dar es Salaam,Coastal,87,86,79,79,92,green,3.4857,5,6,442,317
S4092,BUSEGWE GIRLS' SECONDARY SCHOOL,Mara ,Southern Highlands,108,107,107,107,100,green,3.4858,5,6,443,237
S0752,RUNZEWE SECONDARY SCHOOL,Geita,Lake,100,95,91,91,96,green,3.4862,5,7,444,957
S1480,KAJUNGUTI SECONDARY SCHOOL,Kagera,Lake,74,74,73,73,99,green,3.4879,5,7,445,516
