CSEE 2015 SCHOOL RANKING - CENTRE WITH 40 AND MORE CANDIDATES,,,,,,,,,,
"KEY: BAND1: GPA 1 to 1.499, BAND2: 1.5 to 1.999 , BAND3: 2 to 2.499, BAND4: 2.5 to 2.999, BAND5: 3 to 3.499, BAND6: 3.5 to 3.999, BAND7: 4 to 4.299,    BAND8: 4.3 to 4.499, BAND9:4.5 to 4.699, BAND10: 4.7 to 5",,,,,,,,,,
S1275,NYERERE MEMORIAL SECONDARY SCHOOL,TANGA,149,138,84,4.3003,8,8,1851,1917
S2213,USEVYA SECONDARY SCHOOL,KATAVI,52,51,36,4.3005,8,8,1852,991
S1854,SHEKILANGO SECONDARY SCHOOL,TANGA,130,120,72,4.3016,8,9,1853,2187
S3028,MISHEPO SECONDARY SCHOOL,SHINYANGA,44,42,27,4.3017,8,7,1854,631
S1325,IGWACHANYA SECONDARY SCHOOL,NJOMBE,124,123,79,4.3017,8,8,1855,1110
S1635,GWANUMPU SECONDARY SCHOOL,KIGOMA,57,43,32,4.3018,8,7,1856,371
S4165,KIHUMULO SECONDARY SCHOOL,KAGERA,62,59,43,4.3018,8,9,1857,2294
S2074,MSINDO SECONDARY SCHOOL,RUVUMA,70,66,45,4.3024,8,8,1858,1815
S0359,KIGURUNYEMBE SECONDARY SCHOOL,MOROGORO,248,243,154,4.3028,8,8,1859,1808
S4998,UMOJA UZINI SECONDARY SCHOOL,UNGUJA,83,81,63,4.303,8,8,1860,1547
S1986,IGOKELO SECONDARY SCHOOL,MWANZA,111,105,70,4.3031,8,9,1861,2193
S3497,GAMBA SECONDARY SCHOOL,UNGUJA,50,48,36,4.3032,8,9,1862,2295
S3884,OLOIRIEN SECONDARY SCHOOL,ARUSHA,291,276,170,4.3033,8,8,1863,1347
S3051,RUGU SECONDARY SCHOOL,KAGERA,74,66,46,4.3037,8,8,1864,1130
S0870,KILANGALANGA SECONDARY SCHOOL,PWANI,152,131,79,4.3039,8,8,1865,1141
S1801,KENSWA SECONDARY SCHOOL,KATAVI,221,218,115,4.3039,8,8,1866,1333
S1026,PUMA SECONDARY SCHOOL,SINGIDA,118,113,70,4.3041,8,8,1867,1296
S3926,MAKIUNGU SECONDARY SCHOOL,SINGIDA,61,51,30,4.3041,8,7,1868,770
S1868,MTITU SECONDARY SCHOOL,IRINGA,94,87,58,4.3043,8,8,1869,1956
S2914,BARAY  SECONDARY SCHOOL,ARUSHA,63,55,34,4.3044,8,8,1870,1958
S1231,MBABALA SECONDARY SCHOOL,DODOMA,88,88,59,4.3044,8,8,1871,1415
S2044,IDUDA SECONDARY SCHOOL,MBEYA,134,123,76,4.3046,8,8,1872,1441
S3635,KIDAMALI SECONDARY SCHOOL,IRINGA,137,129,75,4.3046,8,8,1873,1554
S4112,UNYAHATI SECONDARY SCHOOL,SINGIDA,90,84,61,4.3047,8,7,1874,632
S1552,CHISENGA SECONDARY SCHOOL,RUKWA,66,57,38,4.3048,8,7,1875,526
S2093,BUBIKI  SECONDARY SCHOOL,SHINYANGA,63,57,36,4.305,8,8,1876,1067
S2405,MTOPEPO SECONDARY SCHOOL,UNGUJA,126,120,104,4.305,8,8,1877,2113
S2780,THEMI SECONDARY SCHOOL,ARUSHA,268,259,165,4.3053,8,8,1878,2050
S2282,IKINGA SECONDARY SCHOOL,MBEYA,94,85,57,4.3054,8,8,1879,1303
S3565,MANGU SECONDARY SCHOOL,SHINYANGA,58,56,38,4.3057,8,8,1880,1017
S0686,CHATO SECONDARY SCHOOL,GEITA,202,186,128,4.3057,8,8,1881,1507
S1760,CHITENGULE SECONDARY SCHOOL,MARA ,269,235,138,4.3058,8,8,1882,1302
S2431,MABOGINI SECONDARY SCHOOL,KILIMANJARO,92,92,51,4.3058,8,8,1883,999
S0600,BUNDA SECONDARY SCHOOL,MARA ,104,92,52,4.3059,8,7,1884,951
S1821,KIMALA SECONDARY SCHOOL,KILIMANJARO,130,126,65,4.306,8,8,1885,2094
S4478,MADUMA SECONDARY SCHOOL,IRINGA,57,54,32,4.306,8,8,1886,864
S3054,NONO SECONDARY SCHOOL,KAGERA,91,90,52,4.3064,8,8,1887,1428
S2217,MPUNYULE SECONDARY SCHOOL,LINDI,42,25,17,4.3071,8,8,1888,924
S2790,KAHANGARA SECONDARY SCHOOL,MWANZA,105,74,44,4.3072,8,8,1889,1996
S1591,SHREE HINDU MANDAL SECONDARY SCHOOL,DAR ES SALAAM,73,71,56,4.3072,8,8,1890,1933
S2256,MANZA DAY SECONDARY SCHOOL,TANGA,60,49,32,4.3078,8,8,1891,1601
S0819,KIBAO SECONDARY SCHOOL,IRINGA,92,87,59,4.3081,8,7,1892,881
S3830,UTENGULE-USANGU SECONDARY SCHOOL,MBEYA,55,53,32,4.3081,8,8,1893,1656
S2208,RUHANGA SECONDARY SCHOOL,KAGERA,81,77,50,4.3083,8,8,1894,821
S2085,KILEO DAY SECONDARY SCHOOL,KILIMANJARO,109,97,67,4.3084,8,7,1895,198
S4802,CHITWE SECONDARY SCHOOL,KAGERA,64,63,42,4.3085,8,,1896,
S3995,BUTULAGE SECONDARY SCHOOL,KAGERA,75,73,46,4.3086,8,7,1897,297
S2895,NG'HONG'HONA SECONDARY SCHOOL,DODOMA,90,85,50,4.3088,8,8,1898,1075
S1583,MUGOMA SECONDARY SCHOOL,KAGERA,61,61,39,4.309,8,8,1899,757
S3603,NYAMOKO SECONDARY SCHOOL,MARA ,85,79,56,4.3091,8,7,1900,498
S4975,MUANDA SECONDARY SCHOOL,UNGUJA,56,56,47,4.3092,8,8,1901,2138
S1912,SANGABUYE SECONDARY SCHOOL,MWANZA,106,94,63,4.3094,8,8,1902,1074
S3335,ENDAGAW  SECONDARY SCHOOL,MANYARA,70,70,40,4.3096,8,8,1903,1111
S3852,MAZINGARA SECONDARY SCHOOL,TANGA,67,56,32,4.3096,8,9,1904,2288
S1696,NYIMBILI SECONDARY SCHOOL,MBEYA,79,72,42,4.3097,8,8,1905,1615
S1148,MADIBIRA SECONDARY SCHOOL,MBEYA,139,138,83,4.3101,8,7,1906,792
S3371,MSASANI SECONDARY SCHOOL,KILIMANJARO,170,139,94,4.3104,8,7,1907,458
S1947,PUGU STATION SECONDARY SCHOOL,DAR ES SALAAM,289,248,151,4.3106,8,7,1908,970
S1539,NYALIKUNGU SECONDARY SCHOOL,SIMIYU,128,119,68,4.3107,8,8,1909,1092
S1497,NKUU SECONDARY SCHOOL,KILIMANJARO,89,87,53,4.3107,8,8,1910,1037
S3308,NAMWAI SECONDARY SCHOOL,KILIMANJARO,79,71,43,4.3108,8,8,1911,904
S2853,KAHEUSSERI SECONDARY SCHOOL,KILIMANJARO,102,88,50,4.311,8,8,1912,2066
S0604,KIBAKWE SECONDARY SCHOOL,DODOMA,148,117,74,4.311,8,8,1913,1766
S0477,CHIMALA SECONDARY SCHOOL,MBEYA,44,44,29,4.3113,8,8,1914,1436
S2214,RUNGWA SECONDARY SCHOOL,KATAVI,151,134,82,4.3113,8,8,1915,1575
S2098,LYABUKANDE   SECONDARY SCHOOL,SHINYANGA,48,44,30,4.3114,8,8,1916,673
S2095,IMESELA  SECONDARY SCHOOL,SHINYANGA,56,50,32,4.3115,8,7,1917,517
S3680,CHABALISA SECONDARY SCHOOL,KAGERA,62,60,39,4.3116,8,7,1918,389
S3818,BUSAMI SECONDARY SCHOOL,KIGOMA,50,45,31,4.3119,8,8,1919,1299
S2670,NAMAGONDO SECONDARY SCHOOL,MWANZA,110,106,66,4.3119,8,8,1920,681
S1381,MALIBWI SECONDARY SCHOOL,TANGA,89,84,50,4.312,8,8,1921,1581
S1883,MIGUKULAMA SECONDARY SCHOOL,MWANZA,45,40,29,4.312,8,8,1922,1124
S3316,KWEDIZINGA SECONDARY SCHOOL,TANGA,49,45,28,4.312,8,9,1923,1957
S4497,MAKONGO JUU SECONDARY SCHOOL,DAR ES SALAAM,194,176,100,4.3122,8,8,1924,1795
S3390,GYEKRUMARUSHA  SECONDARY SCHOOL,ARUSHA,94,73,44,4.3122,8,8,1925,1916
S4322,KISANGA SECONDARY SCHOOL,MOROGORO,45,40,18,4.3126,8,9,1926,1833
S0950,GUMANGA SECONDARY SCHOOL,SINGIDA,96,92,56,4.3126,8,8,1927,2125
S3281,BUPANDWA SECONDARY SCHOOL,MWANZA,82,75,53,4.3129,8,7,1928,613
S4574,ITONA SECONDARY SCHOOL,IRINGA,91,42,31,4.3131,8,8,1929,1150
S1499,UKUKWE SECONDARY SCHOOL,MBEYA,68,64,43,4.3136,8,8,1930,1688
S1132,SIMANJIRO SECONDARY SCHOOL,MANYARA,107,104,59,4.3139,8,8,1931,1788
S2703,KILOLO SECONDARY SCHOOL,IRINGA,76,70,43,4.3141,8,8,1932,1229
S1297,JONGOWE SECONDARY SCHOOL,UNGUJA,90,90,60,4.3142,8,8,1933,1546
S1375,NEW ERA SECONDARY SCHOOL,TABORA,279,251,176,4.3147,8,8,1934,1119
S1233,KOROMIJE SECONDARY SCHOOL,MWANZA,104,81,46,4.3148,8,8,1935,1806
S4664,LUNA SECONDARY SCHOOL,RUVUMA,55,50,29,4.3149,8,8,1936,748
S2290,NYAMAGARO SECONDARY SCHOOL,MARA ,96,70,40,4.3154,8,8,1937,1644
S3369,NDURUMA  DAY  SECONDARY SCHOOL,MWANZA,109,103,63,4.3155,8,7,1938,912
S2683,STELLA FARM SECONDARY SCHOOL,MBEYA,68,62,36,4.3163,8,7,1939,511
S3924,MKAALIE SECONDARY SCHOOL,TANGA,43,43,32,4.3165,8,9,1940,2029
S3174,IKIMBA SECONDARY SCHOOL,MBEYA,95,87,49,4.3167,8,8,1941,1066
S1714,MNYIGUMBA SECONDARY SCHOOL,IRINGA,50,50,34,4.3167,8,7,1942,401
S3456,MBULANI SECONDARY SCHOOL,RUVUMA,70,57,33,4.3167,8,7,1943,602
S2609,KIWALALA SECONDARY SCHOOL,LINDI,70,59,36,4.3171,8,8,1944,1733
S3935,BUNG'WANGOKO SECONDARY SCHOOL,GEITA,69,63,36,4.3171,8,9,1945,2184
S1228,MTAPIKA SECONDARY SCHOOL,MTWARA,40,37,24,4.3172,8,8,1946,724
S1347,TINGI SECONDARY SCHOOL,RUVUMA,41,40,26,4.3176,8,8,1947,1375
S1788,CHIGUNGA SECONDARY SCHOOL,GEITA,73,56,38,4.3176,8,8,1948,903
S2102,LUFINGO SECONDARY SCHOOL,MBEYA,113,100,58,4.318,8,8,1949,2100
S1303,UROA  SECONDARY SCHOOL,UNGUJA,70,67,51,4.318,8,8,1950,1588
S1844,KIKWE SECONDARY SCHOOL,ARUSHA,89,59,35,4.3183,8,8,1951,1668
S3229,CHANGANYIKENI SECONDARY SCHOOL,DAR ES SALAAM,131,117,69,4.3185,8,8,1952,2141
S1262,MATEMA BEACH SECONDARY SCHOOL,MBEYA,161,145,95,4.3185,8,8,1953,2054
S3495,KISAZA SECONDARY SCHOOL,TANGA,46,39,24,4.3186,8,8,1954,945
S4360,SINTALI SECONDARY SCHOOL,RUKWA,47,46,30,4.3188,8,8,1955,850
S0926,KOMAKYA SECONDARY SCHOOL,KILIMANJARO,154,153,93,4.3188,8,8,1956,1502
S2855,KIRACHI SECONDARY SCHOOL,KILIMANJARO,82,76,51,4.3192,8,7,1957,199
S0698,ECKERNFORDE SECONDARY SCHOOL,TANGA,135,127,76,4.3193,8,8,1958,995
S1555,UNGUJA UKUU SECONDARY SCHOOL,UNGUJA,44,44,36,4.3195,8,9,1959,1953
S0487,MADUNDA SECONDARY SCHOOL,NJOMBE,118,111,73,4.3195,8,8,1960,1794
S4855,MIANDI SECONDARY SCHOOL,SINGIDA,68,37,22,4.3199,8,8,1961,660
S1127,BUGANDO SECONDARY SCHOOL,GEITA,121,117,76,4.32,8,8,1962,1877
S3202,CANE GROWERS SECONDARY SCHOOL,MOROGORO,78,40,24,4.3201,8,8,1963,1583
S4185,RUNGWE MPYA SECONDARY SCHOOL,KIGOMA,77,77,48,4.3203,8,8,1964,1224
S0931,ILKIDING'A SECONDARY SCHOOL,ARUSHA,219,184,113,4.3208,8,8,1965,1032
S2194,MAKURU SECONDARY SCHOOL,SINGIDA,56,48,32,4.3208,8,8,1966,1702
S3069,MKOMBOLE SECONDARY SCHOOL,KILIMANJARO,47,46,16,4.3211,8,8,1967,1641
S3323,GOMBERO SECONDARY SCHOOL,TANGA,68,57,39,4.3212,8,8,1968,739
S1466,MAGADINI SECONDARY SCHOOL,KILIMANJARO,113,105,54,4.3212,8,7,1969,923
S5096,KIMANI SECONDARY SCHOOL,PWANI,64,49,28,4.3213,8,7,1970,853
S4002,"MWANAKWEREKWE ""C"" SECONDARY SCHOOL",UNGUJA,241,239,180,4.3214,8,8,1971,2105
S0917,IHEMBE SECONDARY SCHOOL,KAGERA,61,57,33,4.3216,8,8,1972,914
S1186,MAKITA SECONDARY SCHOOL,RUVUMA,119,111,74,4.3218,8,8,1973,1009
S1227,MISASI SECONDARY SCHOOL,MWANZA,151,140,72,4.3221,8,8,1974,1249
S2401,KIDOTI SECONDARY SCHOOL,UNGUJA,61,61,51,4.3222,8,9,1975,2163
S2503,IBABA SECONDARY SCHOOL,MBEYA,104,98,64,4.3224,8,9,1976,2182
S0463,NGOREME SECONDARY SCHOOL,MARA ,116,97,55,4.3229,8,8,1977,1190
S2830,NYAKALIRO SECONDARY SCHOOL,MWANZA,131,115,69,4.3232,8,7,1978,654
S1483,KALEMBO SECONDARY SCHOOL,RUVUMA,62,53,42,4.3233,8,7,1979,277
S0490,SHEMSANGA SECONDARY SCHOOL,TANGA,235,154,96,4.3236,8,8,1980,2137
S2292,MSOWERO SECONDARY SCHOOL,MOROGORO,62,42,18,4.3238,8,9,1981,1900
S3978,MIKIWU SECONDARY SCHOOL,SINGIDA,44,37,27,4.3241,8,8,1982,967
S2168,TAWA SECONDARY SCHOOL,MOROGORO,50,47,33,4.3242,8,9,1983,2038
S4116,HASSANALI DAMJI SECONDARY SCHOOL,PWANI,96,79,44,4.3245,8,8,1984,1772
S3034,MTONI SECONDARY SCHOOL,MWANZA,240,170,100,4.3246,8,7,1985,506
S1720,MANCHALI SECONDARY SCHOOL,DODOMA,76,65,46,4.3248,8,8,1986,1437
S2171,KISAKI SECONDARY SCHOOL,MOROGORO,63,53,33,4.3249,8,8,1987,953
S2936,BAGA SECONDARY SCHOOL,TANGA,51,51,31,4.3249,8,8,1988,1455
S0711,KITOMONDO SECONDARY SCHOOL,PWANI,50,47,32,4.325,8,8,1989,768
S1708,SHIMBI SECONDARY SCHOOL,KILIMANJARO,124,116,66,4.3253,8,8,1990,1198
S0764,IZIGO SECONDARY SCHOOL,KAGERA,169,151,108,4.3253,8,8,1991,1025
S1242,VUMARI SECONDARY SCHOOL,KILIMANJARO,139,138,89,4.3254,8,7,1992,836
S4798,SHISYETE SECONDARY SCHOOL,MBEYA,86,80,51,4.3259,8,8,1993,1550
S3133,WIGAMBA SECONDARY SCHOOL,MBEYA,151,130,71,4.3261,8,7,1994,633
S3987,GUNGU SECONDARY SCHOOL,KIGOMA,125,118,66,4.3262,8,9,1995,2032
S0817,PAUL BOMANI SECONDARY SCHOOL,MWANZA,88,72,43,4.3265,8,8,1996,1770
S1199,MADABA SECONDARY SCHOOL,RUVUMA,64,57,37,4.3265,8,8,1997,1700
S3877,CHIEF NTINGINYA SECONDARY SCHOOL,TABORA,133,110,65,4.3268,8,7,1998,675
S4033,MKWAWA SECONDARY SCHOOL,IRINGA,114,86,47,4.327,8,7,1999,731
S1265,NKOANRUA SECONDARY SCHOOL,ARUSHA,262,261,131,4.3272,8,7,2000,772
S1476,IKUWO SECONDARY SCHOOL,NJOMBE,68,68,48,4.3274,8,7,2001,542
S3999,KIPAGAMO SECONDARY SCHOOL,NJOMBE,142,133,78,4.3274,8,7,2002,734
S2050,NYANDEO SECONDARY SCHOOL,MOROGORO,102,68,36,4.3276,8,7,2003,711
S1336,BITALE SECONDARY SCHOOL,KIGOMA,134,124,78,4.3276,8,8,2004,1472
S3902,MISEZERO SECONDARY SCHOOL,KIGOMA,112,97,60,4.3276,8,7,2005,628
S3046,MIRONGO SECONDARY SCHOOL,MWANZA,198,169,101,4.3279,8,7,2006,517
S2679,ILAMBILOLE SECONDARY SCHOOL,IRINGA,79,77,44,4.3281,8,8,2007,1334
S1244,MOYOWOSI SECONDARY SCHOOL,KIGOMA,85,79,51,4.3281,8,7,2008,577
S4413,MANGHWETA SECONDARY SCHOOL,DODOMA,40,39,24,4.3282,8,7,2009,479
S0553,NEWALA SECONDARY SCHOOL,MTWARA,116,108,65,4.3285,8,8,2010,1475
S0521,MATOMBO SECONDARY SCHOOL,MOROGORO,91,73,53,4.3286,8,8,2011,979
S1752,NYAMATONGO SECONDARY SCHOOL,MWANZA,157,131,86,4.3287,8,7,2012,390
S1091,BUNGURERE SECONDARY SCHOOL,MARA ,125,114,72,4.3292,8,7,2013,800
S1295,FORODHANI-ZANZIBAR SECONDARY SCHOOL,UNGUJA,109,107,83,4.3295,8,8,2014,2091
S2349,MGOLA SECONDARY SCHOOL,NJOMBE,85,83,57,4.3301,8,7,2015,946
S4313,LUSWISI SECONDARY SCHOOL,MBEYA,58,54,35,4.3302,8,8,2016,1369
S3759,MUTUKA SECONDARY SCHOOL,MANYARA,53,51,32,4.3304,8,9,2017,1993
S1557,MWERA SECONDARY SCHOOL,UNGUJA,110,108,73,4.3306,8,8,2018,1661
S2644,KINAMPANDA SECONDARY SCHOOL,SINGIDA,94,78,57,4.3306,8,8,2019,1853
S0948,BUMANGI SECONDARY SCHOOL,MARA ,161,153,97,4.3308,8,8,2020,1698
S0786,NDONO SECONDARY SCHOOL,TABORA,96,92,61,4.3308,8,8,2021,1433
S4725,MAKWEMA SECONDARY SCHOOL,IRINGA,92,80,51,4.3308,8,8,2022,2040
S1926,ISAKA  SECONDARY SCHOOL,SHINYANGA,208,156,94,4.3311,8,8,2023,1002
S1073,NYANUNGU SECONDARY SCHOOL,MARA ,98,83,52,4.3312,8,8,2024,1895
S3283,NYAKASUNGWA SECONDARY SCHOOL,MWANZA,126,65,42,4.3313,8,8,2025,1569
S0959,MLALI SECONDARY SCHOOL,DODOMA,92,78,41,4.3315,8,8,2026,1412
S1672,MAFULALA SECONDARY SCHOOL,RUKWA,195,178,114,4.3317,8,7,2027,952
S3222,MBAGALA KUU SECONDARY SCHOOL,DAR ES SALAAM,332,311,195,4.3321,8,8,2028,1591
S1869,IGOGO SECONDARY SCHOOL,MWANZA,186,126,66,4.3321,8,8,2029,1562
S2363,FARM 17 SECONDARY SCHOOL,LINDI,51,47,31,4.3322,8,9,2030,2220
S0844,THAQALAIN ISLAMIC SEMINARY,DAR ES SALAAM,96,86,62,4.3323,8,8,2031,1999
S3475,JIPE SECONDARY SCHOOL,KILIMANJARO,89,71,44,4.3334,8,8,2032,735
S1392,NATTA SECONDARY SCHOOL,MARA ,120,116,71,4.3336,8,8,2033,1340
S0975,NGURUKA SECONDARY SCHOOL,KIGOMA,80,66,42,4.334,8,8,2034,1617
S3460,MLOWA SECONDARY SCHOOL,IRINGA,55,43,27,4.3344,8,8,2035,1412
S3382,MWAKIPESILE SECONDARY SCHOOL,MBEYA,40,38,24,4.3345,8,9,2036,1808
S2927,CHITETE SECONDARY SCHOOL,MBEYA,44,41,28,4.3345,8,8,2037,1438
S1834,MANTARE SECONDARY SCHOOL,MWANZA,45,45,29,4.3345,8,7,2038,349
S4663,MSAMBWENI SECONDARY SCHOOL,TANGA,99,82,48,4.3346,8,9,2039,2299
S0970,DUTWA SECONDARY SCHOOL,SIMIYU,85,77,44,4.3348,8,8,2040,998
S0774,LUPA SECONDARY SCHOOL,MBEYA,111,104,59,4.3351,8,8,2041,1572
S2713,NYAMUNGA SECONDARY SCHOOL,MARA ,137,126,67,4.3353,8,8,2042,2019
S1549,ENGUTOTO SECONDARY SCHOOL,ARUSHA,176,163,97,4.3354,8,8,2043,1393
S3628,MSHIKAMANO SECONDARY SCHOOL,MBEYA,218,192,115,4.3355,8,7,2044,870
S3927,KASHAULILI SECONDARY SCHOOL,KATAVI,150,131,70,4.3357,8,7,2045,705
S3151,ISALAVANU SECONDARY SCHOOL,IRINGA,72,67,46,4.3358,8,8,2046,1144
S1444,KABILA SECONDARY SCHOOL,MWANZA,121,109,62,4.3367,8,8,2047,1322
S2056,LUHOLOLO SECONDARY SCHOOL,NJOMBE,46,45,29,4.3374,8,8,2048,1487
S2162,KYAKA SECONDARY SCHOOL,KAGERA,125,114,72,4.3377,8,7,2049,267
S2323,MHANDE SECONDARY SCHOOL,MWANZA,68,60,37,4.339,8,8,2050,1481
S2736,BUIGIRI SECONDARY SCHOOL,DODOMA,72,61,32,4.3395,8,8,2051,1851
S2974,IGAGANULWA SECONDARY SCHOOL,SIMIYU,45,43,28,4.3395,8,8,2052,655
S3204,NASSORO SEIF SECONDARY SCHOOL,MOROGORO,115,108,62,4.3397,8,7,2053,752
S4223,MBWENITETA SECONDARY SCHOOL,DAR ES SALAAM,151,121,73,4.3397,8,8,2054,1813
S0878,MILENGWELENGWE SECONDARY SCHOOL,MOROGORO,61,58,35,4.3401,8,9,2055,1863
S0643,DAREDA SECONDARY SCHOOL,MANYARA,205,180,102,4.3402,8,8,2056,1943
S4547,MURUGWANZA SECONDARY SCHOOL,KAGERA,120,107,67,4.3403,8,8,2057,1493
S0428,MPECHI SECONDARY SCHOOL,NJOMBE,178,162,92,4.3407,8,8,2058,1220
S1545,RAHALEO SECONDARY SCHOOL,MTWARA,122,114,61,4.3409,8,8,2059,1030
S0949,IRKISONGO SECONDARY SCHOOL,ARUSHA,212,212,127,4.341,8,8,2060,1614
S3584,NGULA SECONDARY SCHOOL,MWANZA,65,63,31,4.3411,8,8,2061,1004
S0791,KIGAMBONI SECONDARY SCHOOL,DAR ES SALAAM,134,132,80,4.3413,8,7,2062,826
S2286,KINYANAMBO SECONDARY SCHOOL,IRINGA,163,154,93,4.3414,8,8,2063,980
S3351,IBINZAMATA SECONDARY SCHOOL,SHINYANGA,100,97,61,4.3415,8,7,2064,567
S0488,RUTABO SECONDARY SCHOOL,KAGERA,168,155,81,4.3416,8,8,2065,1783
S3559,NG'AMBWA SECONDARY SCHOOL,PEMBA,72,71,61,4.3419,8,8,2066,1940
S1776,BULELA SECONDARY SCHOOL,GEITA,61,58,34,4.342,8,8,2067,1188
S1166,MLIMBA DAY SECONDARY SCHOOL,MOROGORO,130,114,59,4.342,8,8,2068,1211
S1544,MWENA SECONDARY SCHOOL,MTWARA,133,111,65,4.3421,8,9,2069,2216
S3847,NYASHIMBI SECONDARY SCHOOL,SHINYANGA,121,114,65,4.3425,8,8,2070,1496
S3157,BUNDIKANI SECONDARY SCHOOL,PWANI,203,185,96,4.3429,8,8,2071,1193
S3249,SAWENI SECONDARY SCHOOL,KILIMANJARO,77,76,44,4.3431,8,8,2072,1439
S5009,NZOVU SECONDARY SCHOOL,MBEYA,76,70,50,4.3431,8,8,2073,1792
S3512,LUMULI SECONDARY SCHOOL,IRINGA,52,48,29,4.3436,8,8,2074,690
S0464,KILOMBERO SECONDARY SCHOOL,MOROGORO,191,154,95,4.3437,8,8,2075,1466
S0411,KONDE SECONDARY SCHOOL,PEMBA,115,111,83,4.3438,8,9,2076,2265
S1039,GITTING SECONDARY SCHOOL,MANYARA,71,71,32,4.3438,8,8,2077,1967
S1892,AFRICANA SECONDARY SCHOOL,DAR ES SALAAM,77,63,39,4.344,8,9,2078,1829
S0839,NGERENGERE DAY SECONDARY SCHOOL,MOROGORO,104,102,65,4.3441,8,8,2079,1123
S4106,NDEMBEZI SECONDARY SCHOOL,TABORA,54,51,32,4.3441,8,7,2080,301
S0996,NANSIMO SECONDARY SCHOOL,MARA ,96,89,56,4.3442,8,7,2081,651
S3326,KWAFUNGO SECONDARY SCHOOL,TANGA,59,53,35,4.3443,8,8,2082,965
S4132,NAMIHORO SECONDARY SCHOOL,RUVUMA,81,68,40,4.3445,8,8,2083,1711
S1758,MGOMBA DAY SECONDARY SCHOOL,RUVUMA,101,88,59,4.3451,8,9,2084,2292
S2890,KIZOTA SECONDARY SCHOOL,DODOMA,134,55,29,4.3453,8,7,2085,892
S0928,GIDAS SECONDARY SCHOOL,MANYARA,106,104,52,4.3453,8,8,2086,1604
S3396,BUSHIRI SECONDARY SCHOOL,TANGA,43,34,21,4.3454,8,7,2087,626
S3989,MASANGA SECONDARY SCHOOL,KIGOMA,186,171,101,4.3454,8,8,2088,1275
S1732,MBALAMAZIWA SECONDARY SCHOOL,IRINGA,105,101,63,4.3455,8,7,2089,506
S1398,MWINGIRO SECONDARY SCHOOL,GEITA,85,60,42,4.3455,8,8,2090,920
S0815,MBINGA SECONDARY SCHOOL,RUVUMA,137,124,71,4.3456,8,7,2091,643
S1951,CHIKOLE SECONDARY SCHOOL,DODOMA,105,87,46,4.3459,8,8,2092,1250
S2547,LYANDEMBELA SECONDARY SCHOOL,IRINGA,138,126,82,4.3459,8,7,2093,860
S4671,MAHANJE SECONDARY SCHOOL,RUVUMA,49,49,29,4.3459,8,,2094,
S2407,POTOA SECONDARY SCHOOL,UNGUJA,63,59,45,4.3459,8,8,2095,2058
S1484,SAKILA SECONDARY SCHOOL,ARUSHA,70,68,41,4.346,8,8,2096,1459
S1772,MLETELE SECONDARY SCHOOL,RUVUMA,48,46,28,4.3462,8,7,2097,521
S1610,CHIEF KIDULILE SECONDARY SCHOOL,NJOMBE,96,78,49,4.3462,8,8,2098,1361
S2631,MUKILIMA SECONDARY SCHOOL,NJOMBE,154,115,65,4.3463,8,8,2099,1925
S3059,IGURWA SECONDARY SCHOOL,KAGERA,89,81,52,4.3466,8,9,2100,2225
S4945,BUJUNANGOMA SECONDARY SCHOOL,KAGERA,55,42,29,4.3469,8,7,2101,535
S2810,SAMUNGE SECONDARY SCHOOL,ARUSHA,91,76,47,4.3469,8,9,2102,2224
S2851,MEMA SECONDARY SCHOOL,KILIMANJARO,70,65,38,4.3471,8,8,2103,1469
S4817,ARASH SECONDARY SCHOOL,ARUSHA,123,112,64,4.3472,8,8,2104,1944
S4044,EWONG'ON SECONDARY SCHOOL,MANYARA,50,46,28,4.3473,8,9,2105,2247
S3411,MONICA MBEGA SECONDARY SCHOOL,RUVUMA,40,38,30,4.3473,8,9,2106,1948
S1020,MACHOCHWE SECONDARY SCHOOL,MARA ,69,60,36,4.3474,8,7,2107,551
S0735,KATUMBA SECONDARY SCHOOL,KATAVI,221,174,100,4.3478,8,7,2108,884
S2355,NGULUGULU SECONDARY SCHOOL,MBEYA,54,52,27,4.3481,8,8,2109,2012
S3480,MAZUNGWE SECONDARY SCHOOL,KIGOMA,92,84,64,4.3482,8,8,2110,1750
S3410,KILINDONI SECONDARY SCHOOL,PWANI,57,57,31,4.3485,8,8,2111,930
S2207,KUNZUGU SECONDARY SCHOOL,MARA ,155,136,78,4.3486,8,7,2112,566
S2309,KWAMSISI SECONDARY SCHOOL,TANGA,75,51,31,4.3487,8,8,2113,1418
S1845,SEEKE SECONDARY SCHOOL,SHINYANGA,43,43,26,4.3491,8,8,2114,784
S1640,KIPERA SECONDARY SCHOOL,MOROGORO,114,112,64,4.3494,8,7,2115,661
S1215,ENGUSERO SECONDARY SCHOOL,MANYARA,71,62,36,4.3496,8,8,2116,1360
S1716,KIBAIGWA SECONDARY SCHOOL,DODOMA,168,156,101,4.3501,8,8,2117,1627
S4869,MICHENI SECONDARY SCHOOL,PWANI,51,43,34,4.3506,8,8,2118,1402
S1690,KILAGANO SECONDARY SCHOOL,RUVUMA,42,40,29,4.3507,8,8,2119,808
S2134,KISULUNI SECONDARY SCHOOL,KILIMANJARO,106,104,58,4.3508,8,8,2120,1240
S3575,BARGISH SECONDARY SCHOOL,MANYARA,142,138,80,4.3508,8,8,2121,1156
