Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Company Status,Transactions Number,Amount (GBP),VAT Registration Number
FCO,FCO,2010-04-27T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1162619,1.56,
FCO,FCO,2010-04-27T00:00:00Z,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,Active,1162619,9961.28,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,2420.12,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,67090.38,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,423.52,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,11740.82,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,-0.01,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,-2420.12,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,-67090.38,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,-423.52,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,-11740.82,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,0.01,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,39892.34,
FCO,FCO,2010-05-05T00:00:00Z,Information Systems Maintenance,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,29618.16,
FCO,FCO,2010-05-05T00:00:00Z,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,Active,1163194,5183.18,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,5983.85,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,-39892.34,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,-5983.85,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,39892.34,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,6981.16,
FCO,FCO,2010-05-05T00:00:00Z,IT/IS Consultancy,DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,Active,1163194,-0.01,
FCO,FCO,2010-04-13T00:00:00Z,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,G.I.B.S. LIMITED,Active,1001453,65588.58,
FCO,FCO,2010-04-01T00:00:00Z,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,G.I.B.S. LIMITED,Active,1002035,281597.93,
FCO,FCO,2010-04-09T00:00:00Z,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,G.I.B.S. LIMITED,Active,1002044,281597.93,
FCO,FCO,2010-04-16T00:00:00Z,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT - PACKARD LIMITED,Active,1162031,1523342.0,
FCO,FCO,2010-04-16T00:00:00Z,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT - PACKARD LIMITED,Active,1162031,266584.85,
FCO,FCO,2010-04-28T00:00:00Z,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT - PACKARD LIMITED,Active,1162767,171893.48,
FCO,FCO,2010-04-28T00:00:00Z,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT - PACKARD LIMITED,Active,1162767,25784.02,
FCO,FCO,2010-04-01T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9163,2901.8,
FCO,FCO,2010-04-01T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9163,574.72,
FCO,FCO,2010-04-01T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9163,416.36,
FCO,FCO,2010-04-01T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9163,3362.33,
FCO,FCO,2010-04-01T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9163,285.18,
FCO,FCO,2010-04-01T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9163,56.9,
FCO,FCO,2010-04-01T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9163,288.15,
FCO,FCO,2010-04-01T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9163,5777.49,
FCO,FCO,2010-04-01T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9163,4123.45,
FCO,FCO,2010-04-01T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9163,1444.37,
FCO,FCO,2010-04-01T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9163,864.41,
FCO,FCO,2010-04-01T00:00:00Z,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9163,611.2,
FCO,FCO,2010-04-01T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9163,4469.87,
FCO,FCO,2010-04-01T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,2298.98,
FCO,FCO,2010-04-01T00:00:00Z,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,236.4,
FCO,FCO,2010-04-01T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,826.38,
FCO,FCO,2010-04-01T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,211.7,
FCO,FCO,2010-04-01T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,9305.37,
FCO,FCO,2010-04-01T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,381.36,
FCO,FCO,2010-04-01T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,105.09,
FCO,FCO,2010-04-01T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,475.45,
FCO,FCO,2010-04-01T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,6321.31,
FCO,FCO,2010-04-01T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,4953.12,
FCO,FCO,2010-04-01T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,1580.33,
FCO,FCO,2010-04-01T00:00:00Z,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,136.88,
FCO,FCO,2010-04-01T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,10664.94,
FCO,FCO,2010-04-01T00:00:00Z,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,161.63,
FCO,FCO,2010-04-01T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9164,5578.67,
FCO,FCO,2010-04-16T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,2460.33,
FCO,FCO,2010-04-16T00:00:00Z,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,69.56,
FCO,FCO,2010-04-16T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,945.44,
FCO,FCO,2010-04-16T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,82.14,
FCO,FCO,2010-04-16T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,3419.83,
FCO,FCO,2010-04-16T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,196.07,
FCO,FCO,2010-04-16T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,145.52,
FCO,FCO,2010-04-16T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,133.79,
FCO,FCO,2010-04-16T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,1709.65,
FCO,FCO,2010-04-16T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,2203.12,
FCO,FCO,2010-04-16T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,427.41,
FCO,FCO,2010-04-16T00:00:00Z,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,294.73,
FCO,FCO,2010-04-16T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,4565.43,
FCO,FCO,2010-04-16T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,4448.38,
FCO,FCO,2010-04-16T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,4642.31,
FCO,FCO,2010-04-16T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9175,0.0,
FCO,FCO,2010-04-28T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,2245.58,
FCO,FCO,2010-04-28T00:00:00Z,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,230.91,
FCO,FCO,2010-04-28T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,807.18,
FCO,FCO,2010-04-28T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,206.78,
FCO,FCO,2010-04-28T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,9089.23,
FCO,FCO,2010-04-28T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,372.51,
FCO,FCO,2010-04-28T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,102.65,
FCO,FCO,2010-04-28T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,464.41,
FCO,FCO,2010-04-28T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,6174.49,
FCO,FCO,2010-04-28T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,4838.07,
FCO,FCO,2010-04-28T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,1543.62,
FCO,FCO,2010-04-28T00:00:00Z,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,133.7,
FCO,FCO,2010-04-28T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,10417.22,
FCO,FCO,2010-04-28T00:00:00Z,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,157.87,
FCO,FCO,2010-04-28T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9229,5449.1,
FCO,FCO,2010-04-28T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,2395.68,
FCO,FCO,2010-04-28T00:00:00Z,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,67.73,
FCO,FCO,2010-04-28T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,920.59,
FCO,FCO,2010-04-28T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,79.98,
FCO,FCO,2010-04-28T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,3329.96,
FCO,FCO,2010-04-28T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,190.92,
FCO,FCO,2010-04-28T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,141.69,
FCO,FCO,2010-04-28T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,130.28,
FCO,FCO,2010-04-28T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,1664.72,
FCO,FCO,2010-04-28T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,2145.23,
FCO,FCO,2010-04-28T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,416.18,
FCO,FCO,2010-04-28T00:00:00Z,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,286.99,
FCO,FCO,2010-04-28T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,4445.46,
FCO,FCO,2010-04-28T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,4331.48,
FCO,FCO,2010-04-28T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,4520.32,
FCO,FCO,2010-04-28T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,0.0,
FCO,FCO,2010-04-28T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,-4331.48,
FCO,FCO,2010-04-28T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,9232,4331.48,
FCO,FCO,2010-04-01T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001441,14663.0,
FCO,FCO,2010-04-01T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001441,10242.35,
FCO,FCO,2010-04-01T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001441,527.54,
FCO,FCO,2010-04-01T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001441,31056.57,
FCO,FCO,2010-04-01T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001441,73.53,
FCO,FCO,2010-04-01T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001441,1114.93,
FCO,FCO,2010-04-01T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001441,666.93,
FCO,FCO,2010-04-01T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001441,13991.88,
FCO,FCO,2010-04-01T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001441,8738.51,
FCO,FCO,2010-04-01T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001441,3497.97,
FCO,FCO,2010-04-01T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001441,33300.23,
FCO,FCO,2010-04-01T00:00:00Z,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001441,8014.25,
FCO,FCO,2010-04-01T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001441,12453.38,
FCO,FCO,2010-04-01T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,2816.07,
FCO,FCO,2010-04-01T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,1206.89,
FCO,FCO,2010-04-01T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,531.15,
FCO,FCO,2010-04-01T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,5346.29,
FCO,FCO,2010-04-01T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,268.29,
FCO,FCO,2010-04-01T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,102.78,
FCO,FCO,2010-04-01T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,343.98,
FCO,FCO,2010-04-01T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,2532.88,
FCO,FCO,2010-04-01T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,3780.19,
FCO,FCO,2010-04-01T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,633.22,
FCO,FCO,2010-04-01T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,1555.24,
FCO,FCO,2010-04-01T00:00:00Z,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,235.03,
FCO,FCO,2010-04-01T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,2056.23,
FCO,FCO,2010-04-01T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,4602.77,
FCO,FCO,2010-04-01T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001444,0.01,
FCO,FCO,2010-04-16T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,2221.39,
FCO,FCO,2010-04-16T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,504.86,
FCO,FCO,2010-04-16T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,364.05,
FCO,FCO,2010-04-16T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,2852.83,
FCO,FCO,2010-04-16T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,213.54,
FCO,FCO,2010-04-16T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,445.66,
FCO,FCO,2010-04-16T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,149.28,
FCO,FCO,2010-04-16T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,4072.26,
FCO,FCO,2010-04-16T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,2222.34,
FCO,FCO,2010-04-16T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,1018.06,
FCO,FCO,2010-04-16T00:00:00Z,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,127.06,
FCO,FCO,2010-04-16T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,6448.96,
FCO,FCO,2010-04-16T00:00:00Z,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,3019.13,
FCO,FCO,2010-04-16T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,3950.93,
FCO,FCO,2010-04-16T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,5245.96,
FCO,FCO,2010-04-16T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001447,0.01,
FCO,FCO,2010-04-16T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,6012.21,
FCO,FCO,2010-04-16T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,1075.56,
FCO,FCO,2010-04-16T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,619.55,
FCO,FCO,2010-04-16T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,5244.74,
FCO,FCO,2010-04-16T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,404.29,
FCO,FCO,2010-04-16T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,399.4,
FCO,FCO,2010-04-16T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,477.77,
FCO,FCO,2010-04-16T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,3215.57,
FCO,FCO,2010-04-16T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,3969.58,
FCO,FCO,2010-04-16T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,803.89,
FCO,FCO,2010-04-16T00:00:00Z,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,244.01,
FCO,FCO,2010-04-16T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,10401.71,
FCO,FCO,2010-04-16T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,8788.04,
FCO,FCO,2010-04-16T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,8331.27,
FCO,FCO,2010-04-16T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001448,-0.01,
FCO,FCO,2010-04-27T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001486,14694.27,
FCO,FCO,2010-04-27T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001486,10264.19,
FCO,FCO,2010-04-27T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001486,528.66,
FCO,FCO,2010-04-27T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001486,31122.79,
FCO,FCO,2010-04-27T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001486,73.68,
FCO,FCO,2010-04-27T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001486,1117.31,
FCO,FCO,2010-04-27T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001486,668.35,
FCO,FCO,2010-04-27T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001486,14021.71,
FCO,FCO,2010-04-27T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001486,8757.15,
FCO,FCO,2010-04-27T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001486,3505.43,
FCO,FCO,2010-04-27T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001486,33371.24,
FCO,FCO,2010-04-27T00:00:00Z,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001486,8031.34,
FCO,FCO,2010-04-27T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001486,12479.94,
FCO,FCO,2010-04-27T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,6012.21,
FCO,FCO,2010-04-27T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,1075.56,
FCO,FCO,2010-04-27T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,619.55,
FCO,FCO,2010-04-27T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,5244.74,
FCO,FCO,2010-04-27T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,404.29,
